,trend,trend_squared,"sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_9,lag_10,lag_21,lag_22,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-01-21,751.0,564001.0,0.33663728424691025,0.9416343976591259,0.6339784927628866,0.7733506777097299,6150330936.1958885,5984767315.530044,6061268204.891695,6184515615.297072,6299151820.074097,6269667168.30983,6296663346.676799,6176190623.728474,6131483590.641596,6240122356.924144,6173305015.752708,6178052058.139345,6181864852.501539,6202893115.688507,121747564.51942779,5984767315.530044,6299151820.074097,0,0
2004-01-22,752.0,565504.0,0.3527520865490948,0.9357168190404936,0.6601521206712317,0.7511319308705199,6068415875.404315,6150330936.1958885,5984767315.530044,6061268204.891695,6184515615.297072,6299151820.074097,6269667168.30983,6168804279.271225,6176190623.728474,5993965688.671612,6240122356.924144,6145445276.528992,6163162144.7145405,6190874748.500834,115067991.60045187,5984767315.530044,6299151820.074097,0,0
2004-01-23,753.0,567009.0,0.36876293119226017,0.9295234803804003,0.6855476064742155,0.7280278011569848,6189131991.206904,6068415875.404315,6150330936.1958885,5984767315.530044,6061268204.891695,6184515615.297072,6299151820.074097,6296663346.676799,6168804279.271225,6259854194.927212,5993965688.671612,6133940251.228574,6164141847.924129,6181338979.726273,104079094.5526255,5984767315.530044,6299151820.074097,0,0
2004-01-24,754.0,568516.0,0.3846650997070012,0.9230562068841761,0.7101350157125358,0.7040655221348057,6244292130.364824,6189131991.206904,6068415875.404315,6150330936.1958885,5984767315.530044,6061268204.891695,6184515615.297072,6269667168.30983,6296663346.676799,6234348351.75412,6259854194.927212,6126103152.698678,6171691450.151975,6177297402.040129,90781313.69055496,5984767315.530044,6244292130.364824,1,0
2004-01-25,755.0,570025.0,0.4004539056512665,0.9163169044870048,0.7338853664321991,0.6792733388972931,6145548763.221241,6244292130.364824,6189131991.206904,6068415875.404315,6150330936.1958885,5984767315.530044,6061268204.891695,6299151820.074097,6269667168.30983,6286336314.428033,6234348351.75412,6120536459.544988,6169302261.486714,6180994900.592987,87746491.82485166,5984767315.530044,6244292130.364824,1,0
2004-01-26,756.0,571536.0,0.41612469599147445,0.9093075592922358,0.7567706633464625,0.653680474772006,6062808341.905727,6145548763.221241,6244292130.364824,6189131991.206904,6068415875.404315,6150330936.1958885,5984767315.530044,6184515615.297072,6299151820.074097,6390902562.325302,6286336314.428033,6120756479.118422,6164396886.577009,6178014724.26515,87574874.30921467,5984767315.530044,6244292130.364824,0,0
2004-01-27,757.0,573049.0,0.43167285247378373,0.9020302369860708,0.7787639308347606,0.6273170968742939,6063826597.814371,6062808341.905727,6145548763.221241,6244292130.364824,6189131991.206904,6068415875.404315,6150330936.1958885,6061268204.891695,6184515615.297072,6221367578.839319,6390902562.325302,6132050662.301896,6156370884.726003,6176018775.637375,70558723.08108783,6062808341.905727,6244292130.364824,0,0
2004-01-28,758.0,574564.0,0.44709379298511387,0.8944870822287956,0.7998392447397193,0.6002142805483682,6107313746.764681,6063826597.814371,6062808341.905727,6145548763.221241,6244292130.364824,6189131991.206904,6068415875.404315,5984767315.530044,6061268204.891695,6330253784.422298,6221367578.839319,6125905349.52601,6151978703.832678,6177433394.680729,70574538.50346623,6062808341.905727,6244292130.364824,0,0
2004-01-29,759.0,576081.0,0.4623829729035149,0.88668031802274,0.8199717629247771,0.5724039727378148,6166499559.446898,6107313746.764681,6063826597.814371,6062808341.905727,6145548763.221241,6244292130.364824,6189131991.206904,6150330936.1958885,5984767315.530044,6175416146.272665,6330253784.422298,6139917304.3892355,6142681290.459113,6179804900.1591,66899301.19285248,6062808341.905727,6244292130.364824,0,0
2004-01-30,760.0,577600.0,0.47753588643748823,0.8786122450571483,0.8391377545563938,0.5439189543287247,6181016724.267024,6166499559.446898,6107313746.764681,6063826597.814371,6062808341.905727,6145548763.221241,6244292130.364824,6068415875.404315,6150330936.1958885,6138597699.174996,6175416146.272665,6138757980.540681,6136349115.884628,6180061957.109576,65968133.33443743,6062808341.905727,6244292130.364824,0,0
2004-01-31,761.0,579121.0,0.4925480679538643,0.8702852410301553,0.8573146280763322,0.5147928015098309,6224715252.723651,6181016724.267024,6166499559.446898,6107313746.764681,6063826597.814371,6062808341.905727,6145548763.221241,6189131991.206904,6068415875.404315,6178997404.534876,6138597699.174996,6135961283.734799,6131032218.216739,6179548386.96956,60974329.249618165,6062808341.905727,6224715252.723651,1,0
2004-02-01,762.0,580644.0,0.5074150932938455,0.8617017599480682,0.8744809578310397,0.4850598461951962,6226011097.623251,6224715252.723651,6181016724.267024,6166499559.446898,6107313746.764681,6063826597.814371,6062808341.905727,6244292130.364824,6189131991.206904,6131483590.641596,6178997404.534876,6147455902.935086,6133996181.240037,6187283233.934614,69999259.86414592,6062808341.905727,6226011097.623251,1,0
2004-02-02,763.0,582169.0,0.5221325810768248,0.8528643314021597,0.8906165093267404,0.4547551355561058,6212428737.852217,6226011097.623251,6224715252.723651,6181016724.267024,6166499559.446898,6107313746.764681,6063826597.814371,6145548763.221241,6244292130.364824,6176190623.728474,6131483590.641596,6168830245.213157,6144793362.165788,6185702385.365448,62259671.83682891,6063826597.814371,6226011097.623251,0,0
2004-02-03,764.0,583696.0,0.5366961939916004,0.8437755598231856,0.9057022630804714,0.42391439070986076,6179737915.820549,6212428737.852217,6226011097.623251,6224715252.723651,6181016724.267024,6166499559.446898,6107313746.764681,6062808341.905727,6145548763.221241,6168804279.271225,6176190623.728474,6185389004.928324,6158719833.61511,6183882037.500995,41696250.97310987,6107313746.764681,6226011097.623251,0,0
2004-02-04,765.0,585225.0,0.5511016400746,0.8344381237138473,0.9197204370389466,0.3925739646141719,6192007806.475299,6179737915.820549,6212428737.852217,6226011097.623251,6224715252.723651,6181016724.267024,6166499559.446898,6063826597.814371,6062808341.905727,6296663346.676799,6168804279.271225,6197488156.315557,6161696752.920783,6180737753.902571,23646001.83905504,6166499559.446898,6226011097.623251,0,0
2004-02-05,766.0,586756.0,0.5653446739747429,0.8248547748594244,0.9326545075388224,0.36077079921678346,6295297740.890493,6192007806.475299,6179737915.820549,6212428737.852217,6226011097.623251,6224715252.723651,6181016724.267024,6107313746.764681,6063826597.814371,6269667168.30983,6296663346.676799,6215887896.521783,6177902600.45551,6177550926.521411,39982014.78805176,6179737915.820549,6295297740.890493,0,0
2004-02-06,767.0,588289.0,0.5794210982045637,0.8150283375168114,0.9444892287836613,0.32854238191083485,6351886959.782066,6295297740.890493,6192007806.475299,6179737915.820549,6212428737.852217,6226011097.623251,6224715252.723651,6166499559.446898,6107313746.764681,6299151820.074097,6269667168.30983,6240297930.166789,6189527955.353736,6181901572.552835,61509033.74636953,6179737915.820549,6351886959.782066,0,0
2004-02-07,768.0,589824.0,0.593326764377232,0.8049617075821959,0.9552106508146316,0.2959267013472893,6342968966.127212,6351886959.782066,6295297740.890493,6192007806.475299,6179737915.820549,6212428737.852217,6226011097.623251,6181016724.267024,6166499559.446898,6184515615.297072,6299151820.074097,6257191317.795869,6196576300.765335,6182325411.942999,71880668.89442122,6179737915.820549,6351886959.782066,1,0
2004-02-08,769.0,591361.0,0.6070575744291004,0.794657851737625,0.9648061359537646,0.26296220265651465,6251707807.639154,6342968966.127212,6351886959.782066,6295297740.890493,6192007806.475299,6179737915.820549,6212428737.852217,6224715252.723651,6181016724.267024,6061268204.891695,6184515615.297072,6260862276.36957,6204159089.652328,6184868467.321883,70668845.75248775,6179737915.820549,6351886959.782066,1,0
2004-02-09,770.0,592900.0,0.6206094818274227,0.7841198065767105,0.9732643737003824,0.22968774213179574,6192931075.52553,6251707807.639154,6342968966.127212,6351886959.782066,6295297740.890493,6192007806.475299,6179737915.820549,6226011097.623251,6224715252.723651,5984767315.530044,6061268204.891695,6258076896.037187,6213453570.625171,6186679579.8668995,73233697.33208281,6179737915.820549,6351886959.782066,0,0
2004-02-10,771.0,594441.0,0.6339784927628866,0.7733506777097299,0.9805753940631429,0.19614254142819698,6176300470.969833,6192931075.52553,6251707807.639154,6342968966.127212,6351886959.782066,6295297740.890493,6192007806.475299,6212428737.852217,6226011097.623251,6150330936.1958885,5984767315.530044,6257585832.487084,6221487418.707704,6186589682.0814,73855429.07273272,6176300470.969833,6351886959.782066,0,0
2004-02-11,772.0,595984.0,0.647160667326606,0.7623536388483902,0.9867305793119814,0.1623661413307638,6171824439.37201,6176300470.969833,6192931075.52553,6251707807.639154,6342968966.127212,6351886959.782066,6295297740.890493,6179737915.820549,6212428737.852217,6068415875.404315,6150330936.1958885,6254702494.329473,6226095325.322513,6187934377.03908,77162264.09545735,6171824439.37201,6351886959.782066,0,0
2004-02-12,773.0,597529.0,0.6601521206712317,0.7511319308705199,0.9917226741361015,0.12839835514655099,6332909039.614058,6171824439.37201,6176300470.969833,6192931075.52553,6251707807.639154,6342968966.127212,6351886959.782066,6192007806.475299,6179737915.820549,6189131991.206904,6068415875.404315,6260075537.004266,6237981716.763024,6193158324.235265,81639749.88828076,6171824439.37201,6351886959.782066,0,0
2004-02-13,774.0,599076.0,0.6729490241558329,0.7396888608649669,0.9955457941960382,0.09427922177542453,6376450262.902951,6332909039.614058,6171824439.37201,6176300470.969833,6192931075.52553,6251707807.639154,6342968966.127212,6295297740.890493,6192007806.475299,6244292130.364824,6189131991.206904,6263584580.30725,6251941255.23702,6200079857.02299,86619703.64003102,6171824439.37201,6376450262.902951,0,0
2004-02-14,775.0,600625.0,0.6855476064742155,0.7280278011569848,0.998195433059714,0.060048958514948375,6231851553.917412,6376450262.902951,6332909039.614058,6171824439.37201,6176300470.969833,6192931075.52553,6251707807.639154,6351886959.782066,6295297740.890493,6145548763.221241,6244292130.364824,6247710664.277278,6252450991.036574,6197919463.93101,79539376.13228704,6171824439.37201,6376450262.902951,1,0
2004-02-15,776.0,602176.0,0.6979441547663435,0.7161521883143933,0.999668467514313,0.025747913654988658,6165707018.996024,6231851553.917412,6376450262.902951,6332909039.614058,6171824439.37201,6176300470.969833,6192931075.52553,6342968966.127212,6351886959.782066,6062808341.905727,6145548763.221241,6235424837.32826,6248143556.848915,6194454125.62055,85255600.02202263,6165707018.996024,6376450262.902951,1,0
2004-02-16,777.0,603729.0,0.7101350157125358,0.7040655221348057,0.9999631612477099,-0.008583481082086933,6087770482.707513,6165707018.996024,6231851553.917412,6376450262.902951,6332909039.614058,6171824439.37201,6176300470.969833,6251707807.639154,6342968966.127212,6063826597.814371,6062808341.905727,6220401895.497114,6239239395.767151,6187408081.041663,101675440.48603809,6087770482.707513,6376450262.902951,0,0
2004-02-17,778.0,605284.0,0.7221165966101162,0.691771364614222,0.9990791668951153,-0.04290475819955447,6005534558.248277,6087770482.707513,6165707018.996024,6231851553.917412,6376450262.902951,6332909039.614058,6171824439.37201,6192931075.52553,6251707807.639154,6107313746.764681,6063826597.814371,6196006765.10832,6226796298.797702,6181442045.806704,130438076.91292088,6005534558.248277,6376450262.902951,0,0
2004-02-18,779.0,606841.0,0.7338853664321991,0.6792733388972931,0.9970175264485267,-0.0771754621266464,5975719013.700056,6005534558.248277,6087770482.707513,6165707018.996024,6231851553.917412,6376450262.902951,6332909039.614058,6176300470.969833,6192931075.52553,6166499559.446898,6107313746.764681,6167991704.298041,6211347099.313756,6178590406.100315,155205538.2224455,5975719013.700056,6376450262.902951,0,0
2004-02-19,780.0,608400.0,0.7454378568683002,0.6665751282095632,0.9937806700284985,-0.11135519690480884,6139203253.662503,5975719013.700056,6005534558.248277,6087770482.707513,6165707018.996024,6231851553.917412,6376450262.902951,6171824439.37201,6176300470.969833,6181016724.267024,6166499559.446898,6140319449.162105,6200197493.083185,6183738270.704731,137115113.4640864,5975719013.700056,6376450262.902951,0,0
2004-02-20,781.0,609961.0,0.7567706633464625,0.653680474772006,0.9893724130196829,-0.14540367380368988,6149812259.941755,6139203253.662503,5975719013.700056,6005534558.248277,6087770482.707513,6165707018.996024,6231851553.917412,6332909039.614058,6171824439.37201,6224715252.723651,6181016724.267024,6107942591.59622,6185763585.951735,6183720981.496261,91102370.95278181,5975719013.700056,6231851553.917412,0,0
2004-02-21,782.0,611524.0,0.7678804460366,0.6405931786981752,0.9837979515735163,-0.17928075881073544,6164397894.986798,6149812259.941755,6139203253.662503,5975719013.700056,6005534558.248277,6087770482.707513,6165707018.996024,6376450262.902951,6332909039.614058,6226011097.623251,6224715252.723651,6098306354.6061325,6173008509.441705,6186920382.149009,78508622.5130862,5975719013.700056,6165707018.996024,1,0
2004-02-22,783.0,613089.0,0.7787639308347606,0.6273170968742939,0.9770638564833508,-0.21294651993841548,6127229569.879347,6164397894.986798,6149812259.941755,6139203253.662503,5975719013.700056,6005534558.248277,6087770482.707513,6231851553.917412,6376450262.902951,6212428737.852217,6226011097.623251,6092809576.160893,6164117206.744576,6184856968.104756,74233666.73554444,5975719013.700056,6164397894.986798,1,0
2004-02-23,784.0,614656.0,0.7894179103280197,0.613856141822612,0.9691780654392537,-0.2463612742933147,6049856824.427459,6127229569.879347,6164397894.986798,6149812259.941755,6139203253.662503,5975719013.700056,6005534558.248277,6165707018.996024,6231851553.917412,6179737915.820549,6212428737.852217,6087393339.263742,6153897617.380429,6178375791.240178,76024141.69830443,5975719013.700056,6164397894.986798,0,0
2004-02-24,785.0,616225.0,0.7998392447397193,0.6002142805483682,0.9601498736716018,-0.2794856348516094,6048548995.297069,6049856824.427459,6127229569.879347,6164397894.986798,6149812259.941755,6139203253.662503,5975719013.700056,6087770482.707513,6165707018.996024,6192007806.475299,6179737915.820549,6093538258.842141,6144772511.97523,6175142465.642706,69787443.35273997,5975719013.700056,6164397894.986798,0,0
2004-02-25,786.0,617796.0,0.8100248628547752,0.5863955333706957,0.949989922994501,-0.3122805568857946,6062474098.463258,6048548995.297069,6049856824.427459,6127229569.879347,6164397894.986798,6149812259.941755,6139203253.662503,6005534558.248277,6087770482.707513,6295297740.890493,6192007806.475299,6105931842.379741,6136961773.338892,6175131324.194624,50382081.20972638,6048548995.297069,6164397894.986798,0,0
2004-02-26,787.0,619369.0,0.8199717629247771,0.5724039727378148,0.9387101892619443,-0.3447073839879337,6110944529.413261,6062474098.463258,6048548995.297069,6049856824.427459,6127229569.879347,6164397894.986798,6149812259.941755,5975719013.700056,6005534558.248277,6351886959.782066,6295297740.890493,6101894881.772706,6121107165.467406,6176701921.914587,48363528.80027652,6048548995.297069,6164397894.986798,0,0
2004-02-27,788.0,620944.0,0.8296770135526189,0.5582437220268647,0.926323968251495,-0.37672789363518516,6140073286.889982,6110944529.413261,6062474098.463258,6048548995.297069,6049856824.427459,6127229569.879347,6164397894.986798,6139203253.662503,5975719013.700056,6342968966.127212,6351886959.782066,6100503599.908168,6104223095.752194,6177793906.58543,46872435.64222672,6048548995.297069,6164397894.986798,0,0
2004-02-28,789.0,622521.0,0.8391377545563938,0.5439189543287247,0.9128458599921355,-0.40830434224389345,6114616209.832123,6140073286.889982,6110944529.413261,6062474098.463258,6048548995.297069,6049856824.427459,6127229569.879347,6149812259.941755,6139203253.662503,6251707807.639154,6342968966.127212,6093391930.600357,6095849142.603244,6176064461.59827,38610890.672351085,6048548995.297069,6140073286.889982,1,0
2004-03-01,790.0,624100.0,0.8573146280763322,0.5147928015098309,0.8826787983255476,-0.4699767430273197,6142985804.262413,6114616209.832123,6140073286.889982,6110944529.413261,6062474098.463258,6048548995.297069,6049856824.427459,6164397894.986798,6149812259.941755,6192931075.52553,6251707807.639154,6095642821.226509,6094226198.693701,6174796764.264784,41279345.488250256,6048548995.297069,6142985804.262413,0,0
2004-03-02,791.0,625681.0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,6118006751.61039,6142985804.262413,6114616209.832123,6140073286.889982,6110944529.413261,6062474098.463258,6048548995.297069,6127229569.879347,6164397894.986798,6176300470.969833,6192931075.52553,6105378525.109785,6096385932.186763,6171239814.227675,36433058.59665073,6048548995.297069,6142985804.262413,0,0
2004-03-03,792.0,627264.0,0.8744809578310397,0.4850598461951962,0.848351197812304,-0.5294338912181852,6083762069.704111,6118006751.61039,6142985804.262413,6114616209.832123,6140073286.889982,6110944529.413261,6062474098.463258,6049856824.427459,6127229569.879347,6171824439.37201,6176300470.969833,6110408964.310791,6101973611.576467,6166498179.963704,28938857.98232629,6062474098.463258,6142985804.262413,0,0
2004-03-04,793.0,628849.0,0.8826787983255473,0.4699767430273202,0.829677013552619,-0.5582437220268646,6051622082.132672,6083762069.704111,6118006751.61039,6142985804.262413,6114616209.832123,6140073286.889982,6110944529.413261,6048548995.297069,6049856824.427459,6332909039.614058,6171824439.37201,6108858676.263565,6107395259.321653,6161137958.106385,32057415.702467956,6051622082.132672,6142985804.262413,0,0
2004-03-05,794.0,630436.0,0.8906165093267404,0.4547551355561058,0.8100248628547753,-0.5863955333706956,6318700423.746484,6051622082.132672,6083762069.704111,6118006751.61039,6142985804.262413,6114616209.832123,6140073286.889982,6062474098.463258,6048548995.297069,6376450262.902951,6332909039.614058,6138538089.739739,6120216485.756224,6165770041.7039175,85663296.8102616,6051622082.132672,6318700423.746484,0,0
2004-03-06,795.0,632025.0,0.8982917515547529,0.43939950965914154,0.7894179103280197,-0.6138561418226121,6216359204.18019,6318700423.746484,6051622082.132672,6083762069.704111,6118006751.61039,6142985804.262413,6114616209.832123,6110944529.413261,6062474098.463258,6231851553.917412,6376450262.902951,6149436077.924055,6124969838.916112,6166581754.960746,90601332.32981223,6051622082.132672,6318700423.746484,1,0
2004-03-07,796.0,633616.0,0.9057022630804714,0.42391439070986076,0.7678804460366001,-0.6405931786981751,6112114009.16647,6216359204.18019,6318700423.746484,6051622082.132672,6083762069.704111,6118006751.61039,6142985804.262413,6140073286.889982,6110944529.413261,6165707018.996024,6231851553.917412,6149078620.686104,6121235275.643231,6160475630.569945,90766392.17637232,6051622082.132672,6318700423.746484,1,0
2004-03-08,797.0,635209.0,0.9128458599921356,0.40830434224389334,0.7454378568683001,-0.6665751282095632,6075524610.3412285,6112114009.16647,6216359204.18019,6318700423.746484,6051622082.132672,6083762069.704111,6118006751.61039,6114616209.832123,6140073286.889982,6087770482.707513,6165707018.996024,6139441307.268792,6117542064.24765,6151263552.255252,95003642.95542166,6051622082.132672,6318700423.746484,0,0
2004-03-09,798.0,636804.0,0.9197204370389466,0.3925739646141719,0.7221165966101163,-0.6917713646142218,6009062633.382134,6075524610.3412285,6112114009.16647,6216359204.18019,6318700423.746484,6051622082.132672,6083762069.704111,6142985804.262413,6114616209.832123,6005534558.248277,6087770482.707513,6123877861.807612,6114628193.458699,6140133341.163748,107236316.63652691,6009062633.382134,6318700423.746484,0,0
2004-03-10,799.0,638401.0,0.9263239682514949,0.3767278936351853,0.6979441547663439,-0.7161521883143931,6015332439.342977,6009062633.382134,6075524610.3412285,6112114009.16647,6216359204.18019,6318700423.746484,6051622082.132672,6118006751.61039,6142985804.262413,5975719013.700056,6005534558.248277,6114102200.327452,6112255582.319121,6132254162.220542,114383603.643565,6009062633.382134,6318700423.746484,0,0
2004-03-11,800.0,640000.0,0.9326545075388224,0.36077079921678346,0.672949024155833,-0.7396888608649667,6039394100.5161295,6015332439.342977,6009062633.382134,6075524610.3412285,6112114009.16647,6216359204.18019,6318700423.746484,6083762069.704111,6118006751.61039,6139203253.662503,5975719013.700056,6112355345.8108015,6110607011.037183,6127136263.053563,115583899.68459967,6009062633.382134,6318700423.746484,0,0
