Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/13  13:00:00,28386105.589881185,28386105.58988119,0.0 
 01/13  14:00:00,31039309.19988675,31039309.199886754,0.0 
 01/13  15:00:00,29689436.408575974,29689436.408575974,0.0 
 01/13  16:00:00,31136701.309707403,31136701.309707407,0.0 
 01/13  17:00:00,32459524.660792656,32459524.660792656,0.0 
 01/13  18:00:00,26376620.18575237,26376620.185752366,0.0 
 01/13  19:00:00,22732807.64730158,22732807.647301584,0.0 
 01/13  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/13  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/13  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/13  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/13  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/14  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/14  07:00:00,20480754.579833083,20480754.579833083,32134546.93828948 
 01/14  08:00:00,26727889.783614896,26727889.7836149,44765803.97413216 
 01/14  09:00:00,36339349.009020254,36339349.00902025,62730.835579417944 
 01/14  10:00:00,32268332.741038125,32268332.74103813,0.0 
 01/14  11:00:00,29718089.41951281,29718089.419512812,0.0 
 01/14  12:00:00,30751456.601275582,30751456.601275586,0.0 
 01/14  13:00:00,27323745.10517388,27323745.10517388,0.0 
 01/14  14:00:00,30833202.630683873,30833202.630683873,0.0 
 01/14  15:00:00,30407558.923365116,30407558.923365124,0.0 
 01/14  16:00:00,32257757.148875494,32257757.148875497,0.0 
 01/14  17:00:00,33991366.98140225,33991366.98140226,0.0 
 01/14  18:00:00,32932595.68071279,32932595.68071279,0.0 
 01/14  19:00:00,29576676.51274352,29576676.512743518,32037.9166643953 
 01/14  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/14  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/14  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/14  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/14  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/15  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/15  07:00:00,34405894.71486441,34405894.71486441,6393916.712559915 
 01/15  08:00:00,42579142.11233996,42579142.11233994,5754323.808093997 
 01/15  09:00:00,39030510.53605185,39030510.536051854,471055.26416993595 
 01/15  10:00:00,36574572.90688967,36574572.90688968,0.0 
 01/15  11:00:00,33584368.72033708,33584368.72033709,0.0 
 01/15  12:00:00,32233061.033072203,32233061.033072207,0.0 
 01/15  13:00:00,28870047.42776953,28870047.42776953,0.0 
 01/15  14:00:00,31196653.00693314,31196653.006933145,0.0 
 01/15  15:00:00,29695380.55198731,29695380.551987313,0.0 
 01/15  16:00:00,30670297.05163964,30670297.051639646,0.0 
 01/15  17:00:00,31727348.882200908,31727348.88220092,0.0 
 01/15  18:00:00,26218410.404243156,26218410.404243156,0.0 
 01/15  19:00:00,22744928.560294777,22744928.56029478,0.0 
 01/15  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/15  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/15  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/15  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/15  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/16  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/16  07:00:00,33879178.11416856,33879178.11416856,4513514.032799155 
 01/16  08:00:00,44020467.36558713,44020467.36558713,5965565.794623524 
 01/16  09:00:00,39052289.55903719,39052289.55903719,103290.1011277891 
 01/16  10:00:00,36520648.13292069,36520648.1329207,0.0 
 01/16  11:00:00,34199843.933348954,34199843.933348954,0.0 
 01/16  12:00:00,34561066.427165665,34561066.427165665,0.0 
 01/16  13:00:00,31451537.128758196,31451537.1287582,0.0 
 01/16  14:00:00,32468082.119986735,32468082.11998674,0.0 
 01/16  15:00:00,30383470.788184576,30383470.788184583,0.0 
 01/16  16:00:00,31561272.076798692,31561272.076798692,0.0 
 01/16  17:00:00,33144954.11604001,33144954.116040014,0.0 
 01/16  18:00:00,29988132.438721027,29988132.438721027,0.0 
 01/16  19:00:00,27223966.758648463,27223966.75864846,0.0 
 01/16  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/16  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/16  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/16  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/16  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/17  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  07:00:00,30562821.64508996,30562821.64508996,136842.21050471172 
 01/17  08:00:00,35307949.18312006,35307949.18312005,0.0 
 01/17  09:00:00,34572689.77634699,34572689.776347,0.0 
 01/17  10:00:00,32995228.772509743,32995228.772509743,0.0 
 01/17  11:00:00,29568243.68962851,29568243.689628515,0.0 
 01/17  12:00:00,29448117.031196635,29448117.031196635,0.0 
 01/17  13:00:00,26672980.591782264,26672980.591782268,0.0 
 01/17  14:00:00,29555665.860897835,29555665.86089784,0.0 
 01/17  15:00:00,28607213.20530682,28607213.20530682,0.0 
 01/17  16:00:00,29908267.85744091,29908267.857440915,0.0 
 01/17  17:00:00,31392341.171438,31392341.171438,0.0 
 01/17  18:00:00,27175335.62232346,27175335.62232347,0.0 
 01/17  19:00:00,24728619.477890108,24728619.477890108,0.0 
 01/17  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/17  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/17  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/17  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/17  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/18  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  07:00:00,25794853.69718297,25794853.697182972,0.0 
 01/18  08:00:00,28321597.32540714,28321597.32540714,0.0 
 01/18  09:00:00,30541797.629061814,30541797.629061814,0.0 
 01/18  10:00:00,29789104.19667996,29789104.196679965,0.0 
 01/18  11:00:00,28030341.76195516,28030341.761955164,0.0 
 01/18  12:00:00,28942305.362127386,28942305.362127393,0.0 
