,consumption,true_change_point,trend
2002-02-17,5975719013.700056,0,baseline
2002-02-18,6139203253.662503,0,baseline
2002-02-19,6149812259.941755,0,baseline
2002-02-20,6164397894.986798,0,baseline
2002-02-21,6127229569.879347,0,baseline
2002-02-22,6049856824.427459,0,baseline
2002-02-23,6048548995.297069,0,baseline
2002-02-24,6062474098.463258,0,baseline
2002-02-25,6110944529.413261,0,baseline
2002-02-26,6140073286.889982,0,baseline
2002-02-27,6114616209.832123,0,baseline
2002-02-28,6142985804.262413,0,baseline
2002-03-01,6118006751.61039,0,baseline
2002-03-02,6083762069.704111,0,baseline
2002-03-03,6051622082.132672,0,baseline
2002-03-04,6318700423.746484,0,baseline
2002-03-05,6216359204.18019,0,baseline
2002-03-06,6112114009.16647,0,baseline
2002-03-07,6075524610.3412285,0,baseline
2002-03-08,6009062633.382134,0,baseline
2002-03-09,6015332439.342977,0,baseline
2002-03-10,6039394100.5161295,0,baseline
2002-03-11,6191126035.986131,0,baseline
2002-03-12,6248399764.578035,0,baseline
2002-03-13,6566459775.8796625,0,baseline
2002-03-14,6645334024.900165,0,baseline
2002-03-15,6267046117.823627,0,baseline
2002-03-16,6005006133.258927,0,baseline
2002-03-17,6031352529.035318,0,baseline
2002-03-18,6215400009.119784,0,baseline
2002-03-19,6261857375.067138,0,baseline
2002-03-20,6163860697.067641,0,baseline
2002-03-21,6125116392.506098,0,baseline
2002-03-22,6033453146.9489975,0,baseline
2002-03-23,5990627722.277635,0,baseline
2002-03-24,6106985281.550695,0,baseline
2002-03-25,6119435961.209353,0,baseline
2002-03-26,6064913031.040537,0,baseline
2002-03-27,6174389540.606424,0,baseline
2002-03-28,6164143208.132985,0,baseline
2002-03-29,6075872485.057958,0,baseline
2002-03-30,5984097948.351603,0,baseline
2002-03-31,6115517211.506519,0,baseline
2002-04-01,6158079741.787861,0,baseline
2002-04-02,6235933461.206382,0,baseline
2002-04-03,6204538833.797393,0,baseline
2002-04-04,6086014086.761702,0,baseline
2002-04-05,5990665263.244081,0,baseline
2002-04-06,6023387666.902213,0,baseline
2002-04-07,6266579720.272358,0,baseline
2002-04-08,6074730440.121133,0,baseline
2002-04-09,6076550000.189099,0,baseline
2002-04-10,6063027444.501492,0,baseline
2002-04-11,6047417497.90594,0,baseline
2002-04-12,6145372962.653903,0,baseline
2002-04-13,5987054077.4492235,0,baseline
2002-04-14,6051059633.957104,0,baseline
2002-04-15,6154070567.045765,0,baseline
2002-04-16,6185515354.377655,0,baseline
2002-04-17,6111724688.965019,0,baseline
2002-04-18,6132610261.217348,0,baseline
2002-04-19,6327889337.331057,0,baseline
2002-04-20,6324213198.732645,0,baseline
2002-04-21,5995611471.97489,0,baseline
2002-04-22,6123884495.679019,0,baseline
2002-04-23,6141563796.521712,0,baseline
2002-04-24,6078470007.01812,0,baseline
2002-04-25,6055134577.722668,0,baseline
2002-04-26,5953105291.282972,0,baseline
2002-04-27,6123404462.7116585,0,baseline
2002-04-28,5992082346.253347,0,baseline
2002-04-29,6042844891.786306,0,baseline
2002-04-30,6061464578.30184,0,baseline
2002-05-01,6027081509.656947,0,baseline
2002-05-02,6035082252.885671,0,baseline
2002-05-03,5949876111.916371,0,baseline
2002-05-04,6612709650.398176,0,baseline
2002-05-05,6486280473.734394,0,baseline
2002-05-06,6988211356.486065,0,baseline
2002-05-07,6536525169.789649,0,baseline
2002-05-08,6035625294.711734,0,baseline
2002-05-09,6370654077.99042,0,baseline
2002-05-10,6792082186.832396,0,baseline
2002-05-11,5953484405.402027,0,baseline
2002-05-12,6106355998.143902,0,baseline
2002-05-13,6686727808.757173,0,baseline
2002-05-14,6193719544.367015,0,baseline
2002-05-15,6665614873.48028,0,baseline
2002-05-16,7121590482.608273,0,baseline
2002-05-17,7133218920.576199,0,baseline
2002-05-18,6540864069.73109,0,baseline
2002-05-19,6021392619.6342,0,baseline
2002-05-20,6637688005.792975,0,baseline
2002-05-21,6631842589.795269,0,baseline
2002-05-22,6033030739.754192,0,baseline
2002-05-23,6204442337.046933,0,baseline
2002-05-24,6423606028.52991,0,baseline
2002-05-25,5962765879.915244,0,baseline
2002-05-26,5881412958.748489,0,baseline
2002-05-27,6003934067.99831,0,baseline
2002-05-28,6317326059.709893,0,baseline
2002-05-29,6052055856.708339,0,baseline
2002-05-30,6526745694.758785,0,baseline
2002-05-31,7185679790.548408,0,baseline
2002-06-01,7248048210.802994,0,baseline
2002-06-02,6792406616.598986,0,baseline
2002-06-03,7453837526.885305,0,baseline
2002-06-04,7595766226.1505785,0,baseline
2002-06-05,7641289941.207324,0,baseline
2002-06-06,8005070815.922657,0,baseline
2002-06-07,7632770634.7716675,0,baseline
2002-06-08,7182626372.98351,0,baseline
2002-06-09,6718617965.544386,0,baseline
2002-06-10,6932028383.78977,0,baseline
2002-06-11,7367205810.486072,0,baseline
2002-06-12,7957943029.824053,0,baseline
2002-06-13,8403646961.805017,0,baseline
2002-06-14,8543041745.163214,0,baseline
2002-06-15,7582683255.901107,0,baseline
2002-06-16,7427478023.742779,0,baseline
2002-06-17,7604468493.106719,0,baseline
2002-06-18,7685622391.872385,0,baseline
2002-06-19,7787439825.191037,0,baseline
2002-06-20,7463663895.089267,0,baseline
2002-06-21,7471545277.457204,0,baseline
2002-06-22,7231123833.990039,0,baseline
2002-06-23,7333925520.310214,0,baseline
2002-06-24,7986025606.217306,0,baseline
2002-06-25,8280886466.840345,0,baseline
2002-06-26,9172839932.376303,0,baseline
2002-06-27,8174237725.586072,0,baseline
2002-06-28,7722644647.152391,0,baseline
2002-06-29,7908827062.259201,0,baseline
2002-06-30,8468543359.643361,0,baseline
2002-07-01,7784098724.464864,0,baseline
2002-07-02,7465088726.680554,0,baseline
2002-07-03,6858214034.603836,0,baseline
2002-07-04,6994989030.546563,0,baseline
2002-07-05,7044328665.980287,0,baseline
2002-07-06,7540824378.942903,0,baseline
2002-07-07,7761668186.154317,0,baseline
2002-07-08,7762850126.661577,0,baseline
2002-07-09,7908813669.769744,0,baseline
2002-07-10,8074189045.651224,0,baseline
2002-07-11,7490154537.802256,0,baseline
2002-07-12,7881615218.705442,0,baseline
2002-07-13,7434093612.558395,0,baseline
2002-07-14,7889144931.70262,0,baseline
2002-07-15,8605382961.300589,0,baseline
2002-07-16,8704817457.461927,0,baseline
2002-07-17,8754479592.684849,0,baseline
2002-07-18,8371024477.829691,0,baseline
2002-07-19,7429634694.708558,0,baseline
2002-07-20,7358830583.887605,0,baseline
2002-07-21,7979010268.573563,0,baseline
2002-07-22,8303296130.1039295,0,baseline
2002-07-23,8243410856.527213,0,baseline
2002-07-24,8356977277.850309,0,baseline
2002-07-25,7974667830.735638,0,baseline
2002-07-26,7861245107.666903,0,baseline
2002-07-27,7481753086.318105,0,baseline
2002-07-28,7134703057.824266,0,baseline
2002-07-29,7732213914.973088,0,baseline
2002-07-30,7770291709.192912,0,baseline
2002-07-31,7676157766.040566,0,baseline
2002-08-01,6968660657.755954,0,baseline
2002-08-02,7762007324.112053,0,baseline
2002-08-03,7845223300.198158,0,baseline
2002-08-04,7858277113.399272,0,baseline
2002-08-05,7945492245.492692,0,baseline
2002-08-06,7938088988.739041,0,baseline
2002-08-07,7845159968.685278,0,baseline
2002-08-08,7727981076.948773,0,baseline
2002-08-09,7273024630.692461,0,baseline
2002-08-10,7976747827.484903,0,baseline
2002-08-11,8220897866.235115,0,baseline
2002-08-12,6873741298.618397,0,baseline
2002-08-13,6860440448.722001,0,baseline
2002-08-14,8164624452.442892,0,baseline
2002-08-15,7425158468.4091215,0,baseline
2002-08-16,8734828004.727982,0,baseline
2002-08-17,7204715159.194985,0,baseline
2002-08-18,7972014403.993739,0,baseline
2002-08-19,7828320021.407793,0,baseline
2002-08-20,7906273250.846849,0,baseline
2002-08-21,7488961347.011491,0,baseline
2002-08-22,7074619476.120602,0,baseline
2002-08-23,7395992245.52905,0,baseline
2002-08-24,7310189197.926282,0,baseline
2002-08-25,7851062966.425801,0,baseline
2002-08-26,8063713484.688119,0,baseline
2002-08-27,7334333116.609635,0,baseline
2002-08-28,7368196992.596154,0,baseline
2002-08-29,7228921465.241132,0,baseline
2002-08-30,7433341198.507058,0,baseline
2002-08-31,7793644033.342583,0,baseline
2002-09-01,6866719445.223989,0,baseline
2002-09-02,7466640376.551921,0,baseline
2002-09-03,7575913942.682941,0,baseline
2002-09-04,7647701615.061087,0,baseline
2002-09-05,7097831939.691769,0,baseline
2002-09-06,7591597141.887896,0,baseline
2002-09-07,7248106150.592802,0,baseline
2002-09-08,7607981680.693915,0,baseline
2002-09-09,7977987556.794319,0,baseline
2002-09-10,8088201132.394269,0,baseline
2002-09-11,7670518195.755373,0,baseline
2002-09-12,7883953373.979551,0,baseline
2002-09-13,7464410440.874931,0,baseline
2002-09-14,6957936632.17514,0,baseline
2002-09-15,6611808091.153324,0,baseline
2002-09-16,6881637900.359004,0,baseline
2002-09-17,7141086295.299242,0,baseline
2002-09-18,7405786630.034974,0,baseline
2002-09-19,6839410162.51363,0,baseline
2002-09-20,6687894803.409424,0,baseline
2002-09-21,6079732518.453369,0,baseline
2002-09-22,6027586579.017132,0,baseline
2002-09-23,6588808095.103533,0,baseline
2002-09-24,6652863208.071583,0,baseline
2002-09-25,6728284256.875635,0,baseline
2002-09-26,7222632356.065278,0,baseline
2002-09-27,6966614158.65266,0,baseline
2002-09-28,7441461069.225519,0,baseline
2002-09-29,7441770703.078755,0,baseline
2002-09-30,6700762856.082608,0,baseline
2002-10-01,6250434556.898607,0,baseline
2002-10-02,6128181754.604401,0,baseline
2002-10-03,6077620532.716743,0,baseline
2002-10-04,6010924459.782544,0,baseline
2002-10-05,6215608827.831951,0,baseline
2002-10-06,6092266357.7817,0,baseline
2002-10-07,6691013806.265591,0,baseline
2002-10-08,6507679582.254632,0,baseline
2002-10-09,6609130105.159099,0,baseline
2002-10-10,6902692960.404498,0,baseline
2002-10-11,6814843700.256609,0,baseline
2002-10-12,5955274534.328463,0,baseline
2002-10-13,6040468608.6023855,0,baseline
2002-10-14,6026011405.150871,0,baseline
2002-10-15,6112113977.507232,0,baseline
2002-10-16,6108557965.933499,0,baseline
2002-10-17,6286702213.697856,0,baseline
2002-10-18,6273824563.372089,0,baseline
2002-10-19,6056589374.691305,0,baseline
2002-10-20,6294869804.362415,0,baseline
2002-10-21,6119732975.824101,0,baseline
2002-10-22,6184666290.702364,0,baseline
2002-10-23,6236424150.266455,0,baseline
2002-10-24,6199313080.460829,0,baseline
2002-10-25,6033146974.795278,0,baseline
2002-10-26,6019566342.177243,0,baseline
2002-10-27,6065351162.430783,0,baseline
2002-10-28,6131845978.966885,0,baseline
2002-10-29,6276093569.915098,0,baseline
2002-10-30,6349526751.111417,0,baseline
2002-10-31,6321621926.487637,0,baseline
2002-11-01,6161673196.203989,0,baseline
2002-11-02,6102718913.576924,0,baseline
2002-11-03,6051952173.894326,0,baseline
2002-11-04,6147059117.985586,0,baseline
2002-11-05,6339322477.443988,0,baseline
2002-11-06,6437046885.365954,0,baseline
2002-11-07,6392978715.542564,0,baseline
2002-11-08,6162804311.800887,0,baseline
2002-11-09,6239020195.177177,0,baseline
2002-11-10,6128698125.398058,0,baseline
2002-11-11,5964553855.432106,0,baseline
2002-11-12,6167759945.559163,0,baseline
2002-11-13,6171793024.216174,0,baseline
2002-11-14,6157507428.03072,0,baseline
2002-11-15,6061579365.171018,0,baseline
2002-11-16,6043502019.814539,0,baseline
2002-11-17,6070773449.748001,0,baseline
2002-11-18,6160833305.265575,0,baseline
2002-11-19,6161199629.166985,0,baseline
2002-11-20,6264162044.040341,0,baseline
2002-11-21,6233313498.631086,0,baseline
2002-11-22,6074072281.559555,0,baseline
2002-11-23,6116719635.883595,0,baseline
2002-11-24,6123343119.441393,0,baseline
2002-11-25,6150884769.749496,0,baseline
2002-11-26,6140481067.858105,0,baseline
2002-11-27,6184920987.617782,0,baseline
2002-11-28,6235475755.940149,0,baseline
2002-11-29,6305473361.097478,0,baseline
2002-11-30,6184632971.114444,0,baseline
2002-12-01,6229853149.884579,0,baseline
2002-12-02,6350468574.082438,0,baseline
2002-12-03,6208642161.311701,0,baseline
2002-12-04,6298478929.632292,0,baseline
2002-12-05,6207464882.968933,0,baseline
2002-12-06,6189207393.726137,0,baseline
2002-12-07,6192523433.131266,0,baseline
2002-12-08,6177444429.484874,0,baseline
2002-12-09,6297983953.138983,0,baseline
2002-12-10,6318246150.531903,0,baseline
2002-12-11,6221250800.628522,0,baseline
2002-12-12,6184397213.819705,0,baseline
2002-12-13,6090363991.380509,0,baseline
2002-12-14,6072054241.772322,0,baseline
2002-12-15,6124167880.464248,0,baseline
2002-12-16,6199653430.645514,0,baseline
2002-12-17,6186130608.989199,0,baseline
2002-12-18,6259850062.440918,0,baseline
2002-12-19,6452169668.244522,0,baseline
2002-12-20,6423754159.223516,0,baseline
2002-12-21,6435337303.749091,0,baseline
2002-12-22,6428966891.034522,0,baseline
2002-12-23,6475205054.443758,0,baseline
2002-12-24,6365539460.949116,0,baseline
2002-12-25,6034623806.6354885,0,baseline
2002-12-26,6152213631.740867,0,baseline
2002-12-27,6123705056.647616,0,baseline
2002-12-28,6064875175.464053,0,baseline
2002-12-29,6095354395.095793,0,baseline
2002-12-30,6173305015.7527075,0,baseline
2002-12-31,6240122356.924144,0,baseline
2003-01-01,5993965688.671612,0,baseline
2003-01-02,6259854194.927212,0,baseline
2003-01-03,6234348351.75412,0,baseline
2003-01-04,6286336314.428033,0,baseline
2003-01-05,6390902562.325302,0,baseline
2003-01-06,6221367578.839319,0,baseline
2003-01-07,6330253784.422298,0,baseline
2003-01-08,6175416146.272665,0,baseline
2003-01-09,6138597699.174996,0,baseline
2003-01-10,6178997404.534876,0,baseline
2003-01-11,6131483590.641596,0,baseline
2003-01-12,6176190623.728474,0,baseline
2003-01-13,6168804279.271225,0,baseline
2003-01-14,6296663346.676799,0,baseline
2003-01-15,6269667168.30983,0,baseline
2003-01-16,6299151820.074097,0,baseline
2003-01-17,6184515615.297072,0,baseline
2003-01-18,6061268204.891695,0,baseline
2003-01-19,5984767315.530044,0,baseline
2003-01-20,6150330936.1958885,0,baseline
2003-01-21,6068415875.404315,0,baseline
2003-01-22,6189131991.206904,0,baseline
2003-01-23,6244292130.364824,0,baseline
2003-01-24,6145548763.221241,0,baseline
2003-01-25,6062808341.905727,0,baseline
2003-01-26,6063826597.814371,0,baseline
2003-01-27,6107313746.764681,0,baseline
2003-01-28,6166499559.446898,0,baseline
2003-01-29,6181016724.267024,0,baseline
2003-01-30,6224715252.723651,0,baseline
2003-01-31,6226011097.623251,0,baseline
2003-02-01,6212428737.852217,0,baseline
2003-02-02,6179737915.820549,0,baseline
2003-02-03,6192007806.475299,0,baseline
2003-02-04,6295297740.890493,0,baseline
2003-02-05,6351886959.782066,0,baseline
2003-02-06,6342968966.127212,0,baseline
2003-02-07,6251707807.639154,0,baseline
2003-02-08,6192931075.52553,0,baseline
2003-02-09,6176300470.969833,0,baseline
2003-02-10,6171824439.37201,0,baseline
2003-02-11,6332909039.614058,0,baseline
2003-02-12,6376450262.902951,0,baseline
2003-02-13,6231851553.917412,0,baseline
2003-02-14,6165707018.996024,0,baseline
2003-02-15,6087770482.707513,0,baseline
2003-02-16,6005534558.248277,0,baseline
2003-02-17,5975719013.700056,0,baseline
2003-02-18,6139203253.662503,0,baseline
2003-02-19,6149812259.941755,0,baseline
2003-02-20,6164397894.986798,0,baseline
2003-02-21,6127229569.879347,0,baseline
2003-02-22,6049856824.427459,0,baseline
2003-02-23,6048548995.297069,0,baseline
2003-02-24,6062474098.463258,0,baseline
2003-02-25,6110944529.413261,0,baseline
2003-02-26,6140073286.889982,0,baseline
2003-02-27,6114616209.832123,0,baseline
2003-02-28,6142985804.262413,0,baseline
2003-03-01,6118006751.61039,0,baseline
2003-03-02,6083762069.704111,0,baseline
2003-03-03,6051622082.132672,0,baseline
2003-03-04,6318700423.746484,0,baseline
2003-03-05,6216359204.18019,0,baseline
2003-03-06,6112114009.16647,0,baseline
2003-03-07,6075524610.3412285,0,baseline
2003-03-08,6009062633.382134,0,baseline
2003-03-09,6015332439.342977,0,baseline
2003-03-10,6039394100.5161295,0,baseline
2003-03-11,6191126035.986131,0,baseline
2003-03-12,6248399764.578035,0,baseline
2003-03-13,6566459775.8796625,0,baseline
2003-03-14,6645334024.900165,0,baseline
2003-03-15,6267046117.823627,0,baseline
2003-03-16,6005006133.258927,0,baseline
2003-03-17,6031352529.035318,0,baseline
2003-03-18,6215400009.119784,0,baseline
2003-03-19,6261857375.067138,0,baseline
2003-03-20,6163860697.067641,0,baseline
2003-03-21,6125116392.506098,0,baseline
2003-03-22,6033453146.9489975,0,baseline
2003-03-23,5990627722.277635,0,baseline
2003-03-24,6106985281.550695,0,baseline
2003-03-25,6119435961.209353,0,baseline
2003-03-26,6064913031.040537,0,baseline
2003-03-27,6174389540.606424,0,baseline
2003-03-28,6164143208.132985,0,baseline
2003-03-29,6075872485.057958,0,baseline
2003-03-30,5984097948.351603,0,baseline
2003-03-31,6115517211.506519,0,baseline
2003-04-01,6593022444.965469,1,Equipments
2003-04-02,6642031698.789505,0,Equipments
2003-04-03,6624507898.52592,0,Equipments
2003-04-04,6550129531.580854,0,Equipments
2003-04-05,6467499723.436301,0,Equipments
2003-04-06,6610563707.077562,0,Equipments
2003-04-07,6911709754.978879,0,Equipments
2003-04-08,6652251295.536169,0,Equipments
2003-04-09,6601435979.692223,0,Equipments
2003-04-10,6550954483.65003,0,Equipments
2003-04-11,6545354109.574213,0,Equipments
2003-04-12,6703841933.27735,0,Equipments
2003-04-13,6547514291.447651,0,Equipments
2003-04-14,6573598439.244521,0,Equipments
2003-04-15,6593187097.275668,0,Equipments
2003-04-16,6601446364.3206005,0,Equipments
2003-04-17,6569573895.360814,0,Equipments
2003-04-18,6726909297.607268,0,Equipments
2003-04-19,6862277787.80812,0,Equipments
2003-04-20,6891405818.270137,0,Equipments
2003-04-21,6602053257.490375,0,Equipments
2003-04-22,6576174589.760675,0,Equipments
2003-04-23,6584463083.82588,0,Equipments
2003-04-24,6554298361.742901,0,Equipments
2003-04-25,6535424796.712719,0,Equipments
2003-04-26,6450359053.071317,0,Equipments
2003-04-27,6741776622.789155,0,Equipments
2003-04-28,6615687733.290091,0,Equipments
2003-04-29,6550671027.170326,0,Equipments
2003-04-30,6547108180.828225,0,Equipments
2003-05-01,6537981365.073288,0,Equipments
2003-05-02,6526787883.158875,0,Equipments
2003-05-03,6484200218.753088,0,Equipments
2003-05-04,7136573140.618746,0,Equipments
2003-05-05,7088807850.056691,0,Equipments
2003-05-06,7428226863.950326,0,Equipments
2003-05-07,7034975217.007062,0,Equipments
2003-05-08,6553751966.659165,0,Equipments
2003-05-09,6918865745.662054,0,Equipments
2003-05-10,7242238349.138418,0,Equipments
2003-05-11,6490647691.88779,0,Equipments
2003-05-12,6778379566.911927,0,Equipments
2003-05-13,7194672982.330644,0,Equipments
2003-05-14,6776908986.024627,0,Equipments
2003-05-15,7164240202.321119,0,Equipments
2003-05-16,7541844995.361284,0,Equipments
2003-05-17,7533833052.382986,0,Equipments
2003-05-18,7033191292.144311,0,Equipments
2003-05-19,6677076894.641926,0,Equipments
2003-05-20,7151202165.842814,0,Equipments
2003-05-21,7139944479.744639,0,Equipments
2003-05-22,6563361946.703555,0,Equipments
2003-05-23,6825326890.884985,0,Equipments
2003-05-24,6962217688.141863,0,Equipments
2003-05-25,6563715919.934348,0,Equipments
2003-05-26,6473480968.916131,0,Equipments
2003-05-27,6670444320.637287,0,Equipments
2003-05-28,6895828339.753514,0,Equipments
2003-05-29,6617018693.982048,0,Equipments
2003-05-30,7081151996.883978,0,Equipments
2003-05-31,7594099372.176272,0,Equipments
2003-06-01,7652110750.268245,0,Equipments
2003-06-02,7349252038.35879,0,Equipments
2003-06-03,7864844320.313478,0,Equipments
2003-06-04,7915915341.372791,0,Equipments
2003-06-05,7964984631.462825,0,Equipments
2003-06-06,8253832730.750433,0,Equipments
2003-06-07,7905359730.462283,0,Equipments
2003-06-08,7554478190.641815,0,Equipments
2003-06-09,7244445219.03216,0,Equipments
2003-06-10,7367686159.02654,0,Equipments
2003-06-11,7736824637.063605,0,Equipments
2003-06-12,8224286346.516034,0,Equipments
2003-06-13,8605872425.93687,0,Equipments
2003-06-14,8660693988.418018,0,Equipments
2003-06-15,7900377775.505011,0,Equipments
2003-06-16,7889290553.184569,0,Equipments
2003-06-17,7973080564.179889,0,Equipments
2003-06-18,8005307669.304947,0,Equipments
2003-06-19,8088633386.07151,0,Equipments
2003-06-20,7828117783.04139,0,Equipments
2003-06-21,7809204214.377562,0,Equipments
2003-06-22,7609040785.582197,0,Equipments
2003-06-23,7786505719.3385515,0,Equipments
2003-06-24,8262441152.146241,0,Equipments
2003-06-25,8495733562.496608,0,Equipments
2003-06-26,9119220974.518818,0,Equipments
2003-06-27,8410254736.429143,0,Equipments
2003-06-28,7985000165.151642,0,Equipments
2003-06-29,8149495409.680383,0,Equipments
2003-06-30,8760417730.621996,0,Equipments
2003-07-01,8074810120.859109,0,Equipments
2003-07-02,7802330654.743688,0,Equipments
2003-07-03,7264685717.644782,0,Equipments
2003-07-04,7488206862.305229,0,Equipments
2003-07-05,7415423445.459578,0,Equipments
2003-07-06,7860587729.2829895,0,Equipments
2003-07-07,8142694301.2544775,0,Equipments
2003-07-08,8062382949.203456,0,Equipments
2003-07-09,8177227865.748832,0,Equipments
2003-07-10,8328272614.768762,0,Equipments
2003-07-11,7788795814.33844,0,Equipments
2003-07-12,8119571401.198605,0,Equipments
2003-07-13,7776625227.49389,0,Equipments
2003-07-14,8265165656.45041,0,Equipments
2003-07-15,8773422524.909521,0,Equipments
2003-07-16,8806567698.62694,0,Equipments
2003-07-17,8872377004.340828,0,Equipments
2003-07-18,8547248758.427472,0,Equipments
2003-07-19,7748552032.796081,0,Equipments
2003-07-20,7734567407.353065,0,Equipments
2003-07-21,8361342693.83702,0,Equipments
2003-07-22,8542614164.413354,0,Equipments
2003-07-23,8445636917.602645,0,Equipments
2003-07-24,8580045330.754189,0,Equipments
2003-07-25,8220036667.678067,0,Equipments
2003-07-26,8096130657.282073,0,Equipments
2003-07-27,7843251219.891841,0,Equipments
2003-07-28,7702871772.296425,0,Equipments
2003-07-29,8105784656.491234,0,Equipments
2003-07-30,8124405484.582198,0,Equipments
2003-07-31,8030519679.205995,0,Equipments
2003-08-01,7354149376.789645,0,Equipments
2003-08-02,8009873486.2542095,0,Equipments
2003-08-03,8097212798.991492,0,Equipments
2003-08-04,8253819780.756149,0,Equipments
2003-08-05,8220421893.367966,0,Equipments
2003-08-06,8203177953.097567,0,Equipments
2003-08-07,8116063707.632038,0,Equipments
2003-08-08,8008568651.180399,0,Equipments
2003-08-09,7604141709.469838,0,Equipments
2003-08-10,8243037859.495629,0,Equipments
2003-08-11,8551920337.235842,0,Equipments
2003-08-12,7266295854.7645855,0,Equipments
2003-08-13,7276039075.950111,0,Equipments
2003-08-14,8421871185.086669,0,Equipments
2003-08-15,7739952224.938783,0,Equipments
2003-08-16,8768383646.813404,0,Equipments
2003-08-17,7566024982.115889,0,Equipments
2003-08-18,8346474224.721916,0,Equipments
2003-08-19,8114879530.747619,0,Equipments
2003-08-20,8166275095.643909,0,Equipments
2003-08-21,7833893228.496514,0,Equipments
2003-08-22,7471222894.319904,0,Equipments
2003-08-23,7711954676.664268,0,Equipments
2003-08-24,7670784626.122964,0,Equipments
2003-08-25,8249905156.669191,0,Equipments
2003-08-26,8315683737.07998,0,Equipments
2003-08-27,7675037392.018796,0,Equipments
2003-08-28,7715990759.808301,0,Equipments
2003-08-29,7640639344.100499,0,Equipments
2003-08-30,7741679394.108878,0,Equipments
2003-08-31,8055520951.348517,0,Equipments
2003-09-01,7359762128.5047245,0,Equipments
2003-09-02,7885776179.369663,0,Equipments
2003-09-03,7853838026.809852,0,Equipments
2003-09-04,7956539034.712183,0,Equipments
2003-09-05,7450273949.586948,0,Equipments
2003-09-06,7865406620.975893,0,Equipments
2003-09-07,7588396662.413937,0,Equipments
2003-09-08,8011234766.713759,0,Equipments
2003-09-09,8208370721.2265415,0,Equipments
2003-09-10,8316164224.114576,0,Equipments
2003-09-11,7950241101.151725,0,Equipments
2003-09-12,8124068779.249853,0,Equipments
2003-09-13,7735533977.184876,0,Equipments
2003-09-14,7350330650.552108,0,Equipments
2003-09-15,7160290877.960591,0,Equipments
2003-09-16,7306228121.614146,0,Equipments
2003-09-17,7520877048.477283,0,Equipments
2003-09-18,7748971090.915041,0,Equipments
2003-09-19,7245562620.627698,0,Equipments
2003-09-20,7098387560.213686,0,Equipments
2003-09-21,6586152265.7659445,0,Equipments
2003-09-22,6603509770.929971,0,Equipments
2003-09-23,7092166284.89068,0,Equipments
2003-09-24,7131373928.428153,0,Equipments
2003-09-25,7184831575.224206,0,Equipments
2003-09-26,7622093698.319035,0,Equipments
2003-09-27,7375939971.6454115,0,Equipments
2003-09-28,7802289771.15806,0,Equipments
2003-09-29,7877849821.651637,0,Equipments
2003-09-30,7149137050.292172,0,Equipments
2003-10-01,6250434556.898607,1,baseline
2003-10-02,6128181754.604401,0,baseline
2003-10-03,6077620532.716743,0,baseline
2003-10-04,6010924459.782544,0,baseline
2003-10-05,6215608827.831951,0,baseline
2003-10-06,6092266357.7817,0,baseline
2003-10-07,6691013806.265591,0,baseline
2003-10-08,6507679582.254632,0,baseline
2003-10-09,6609130105.159099,0,baseline
2003-10-10,6902692960.404498,0,baseline
2003-10-11,6814843700.256609,0,baseline
2003-10-12,5955274534.328463,0,baseline
2003-10-13,6040468608.6023855,0,baseline
2003-10-14,6026011405.150871,0,baseline
2003-10-15,6112113977.507232,0,baseline
2003-10-16,6108557965.933499,0,baseline
2003-10-17,6286702213.697856,0,baseline
