,consumption,true_change_point,trend
2002-06-20,862497367.2909838,0,baseline
2002-06-21,859584602.1483215,0,baseline
2002-06-22,854012222.3019335,0,baseline
2002-06-23,866522908.3345007,0,baseline
2002-06-24,913733112.232923,0,baseline
2002-06-25,974175259.4067208,0,baseline
2002-06-26,1002186798.7904404,0,baseline
2002-06-27,975226346.403993,0,baseline
2002-06-28,943295995.1539959,0,baseline
2002-06-29,940715392.9564713,0,baseline
2002-06-30,991352645.4599552,0,baseline
2002-07-01,948832329.8590852,0,baseline
2002-07-02,887319987.9440273,0,baseline
2002-07-03,824942109.7299973,0,baseline
2002-07-04,833000838.7873372,0,baseline
2002-07-05,830639076.378525,0,baseline
2002-07-06,874819750.3018851,0,baseline
2002-07-07,919149886.415189,0,baseline
2002-07-08,907895622.1415546,0,baseline
2002-07-09,903468304.9407922,0,baseline
2002-07-10,924529724.7049032,0,baseline
2002-07-11,890613782.0392886,0,baseline
2002-07-12,915719678.8269541,0,baseline
2002-07-13,893563300.2210577,0,baseline
2002-07-14,927709736.5889786,0,baseline
2002-07-15,993058151.4600652,0,baseline
2002-07-16,992037911.3353144,0,baseline
2002-07-17,1001732081.8145428,0,baseline
2002-07-18,987215604.8993256,0,baseline
2002-07-19,894878650.6617742,0,baseline
2002-07-20,873153388.5528696,0,baseline
2002-07-21,916436346.6254725,0,baseline
2002-07-22,954964476.6916224,0,baseline
2002-07-23,954720014.1508499,0,baseline
2002-07-24,971801448.457801,0,baseline
2002-07-25,925502506.4804744,0,baseline
2002-07-26,925608118.8717915,0,baseline
2002-07-27,903258690.2432648,0,baseline
2002-07-28,831131417.4819384,0,baseline
2002-07-29,857796055.206544,0,baseline
2002-07-30,877748153.2390109,0,baseline
2002-07-31,869229099.9722202,0,baseline
2002-08-01,828712511.5673729,0,baseline
2002-08-02,920110874.2851005,0,baseline
2002-08-03,930702710.2323594,0,baseline
2002-08-04,906311804.278338,0,baseline
2002-08-05,913176577.416617,0,baseline
2002-08-06,897625805.7703145,0,baseline
2002-08-07,881093085.9711033,0,baseline
2002-08-08,899364262.4356267,0,baseline
2002-08-09,889752690.0627863,0,baseline
2002-08-10,956495867.084883,0,baseline
2002-08-11,997900453.87186,0,baseline
2002-08-12,875826094.6281348,0,baseline
2002-08-13,840628798.7323698,0,baseline
2002-08-14,945273984.0361524,0,baseline
2002-08-15,912689386.5335842,0,baseline
2002-08-16,1025517278.7453332,0,baseline
2002-08-17,925038839.6144897,0,baseline
2002-08-18,949956498.0901364,0,baseline
2002-08-19,927348832.360903,0,baseline
2002-08-20,958154383.2292608,0,baseline
2002-08-21,909825463.0363142,0,baseline
2002-08-22,841423958.885173,0,baseline
2002-08-23,862898677.3739684,0,baseline
2002-08-24,909946254.7037622,0,baseline
2002-08-25,957323135.819356,0,baseline
2002-08-26,983651138.1426232,0,baseline
2002-08-27,864300605.0732039,0,baseline
2002-08-28,862339539.4534589,0,baseline
2002-08-29,865001763.3359727,0,baseline
2002-08-30,899571150.2238305,0,baseline
2002-08-31,970665035.1309283,0,baseline
2002-09-01,887453067.4614079,0,baseline
2002-09-02,919422414.5450164,0,baseline
2002-09-03,899103400.1512815,0,baseline
2002-09-04,911734702.8927414,0,baseline
2002-09-05,874094869.7735908,0,baseline
2002-09-06,897542083.3617191,0,baseline
2002-09-07,919493092.331558,0,baseline
2002-09-08,904648015.6822983,0,baseline
2002-09-09,949294677.2026055,0,baseline
2002-09-10,976537074.9968776,0,baseline
2002-09-11,936094863.4550537,0,baseline
2002-09-12,951716512.1198586,0,baseline
2002-09-13,946591442.4254133,0,baseline
2002-09-14,882286512.5989046,0,baseline
2002-09-15,836294053.3978951,0,baseline
2002-09-16,835559226.9044298,0,baseline
2002-09-17,874239595.7478992,0,baseline
2002-09-18,897868554.5025473,0,baseline
2002-09-19,844792014.2912989,0,baseline
2002-09-20,855044852.7601478,0,baseline
2002-09-21,769349300.354872,0,baseline
2002-09-22,763842808.222363,0,baseline
2002-09-23,785709928.7914236,0,baseline
2002-09-24,808457348.0365806,0,baseline
2002-09-25,826815497.1484798,0,baseline
2002-09-26,883030392.1359288,0,baseline
2002-09-27,864996822.5886202,0,baseline
2002-09-28,926423100.487007,0,baseline
2002-09-29,913267694.4742064,0,baseline
2002-09-30,855947695.7074585,0,baseline
2002-10-01,803865573.2127168,0,baseline
2002-10-02,768263096.0883,0,baseline
2002-10-03,773083373.8129438,0,baseline
2002-10-04,776106685.248417,0,baseline
2002-10-05,781565297.6512007,0,baseline
2002-10-06,784618916.3454298,0,baseline
2002-10-07,825243676.6015133,0,baseline
2002-10-08,838852045.885802,0,baseline
2002-10-09,853762614.7820734,0,baseline
2002-10-10,875183524.3194594,0,baseline
2002-10-11,893656919.4979326,0,baseline
2002-10-12,787188197.2988958,0,baseline
2002-10-13,798025507.7797465,0,baseline
2002-10-14,796744015.0283179,0,baseline
2002-10-15,791550314.4739085,0,baseline
2002-10-16,785110432.8171022,0,baseline
2002-10-17,802252335.9757103,0,baseline
2002-10-18,814831810.5775548,0,baseline
2002-10-19,804732678.6643054,0,baseline
2002-10-20,817054694.4869534,0,baseline
2002-10-21,805366834.9529817,0,baseline
2002-10-22,799680272.4019504,0,baseline
2002-10-23,826576526.9336095,0,baseline
2002-10-24,826273291.7656338,0,baseline
2002-10-25,812047255.4324964,0,baseline
2002-10-26,800979878.8052044,0,baseline
2002-10-27,806496580.2840505,0,baseline
2002-10-28,808395371.5710237,0,baseline
2002-10-29,840147344.5501289,0,baseline
2002-10-30,856871669.0741587,0,baseline
2002-10-31,864914837.7059958,0,baseline
2002-11-01,851157722.9878556,0,baseline
2002-11-02,834367066.1905088,0,baseline
2002-11-03,817796242.205354,0,baseline
2002-11-04,810029813.7395568,0,baseline
2002-11-05,816938860.739904,0,baseline
2002-11-06,820399973.8146043,0,baseline
2002-11-07,831899361.5260339,0,baseline
2002-11-08,823199416.3658991,0,baseline
2002-11-09,818859182.7176241,0,baseline
2002-11-10,820002227.1369826,0,baseline
2002-11-11,826455860.1252253,0,baseline
2002-11-12,824146454.4869424,0,baseline
2002-11-13,829168860.1039857,0,baseline
2002-11-14,829044883.8563645,0,baseline
2002-11-15,828765792.4051381,0,baseline
2002-11-16,824889745.6308118,0,baseline
2002-11-17,820456292.0803522,0,baseline
2002-11-18,820497190.3245581,0,baseline
2002-11-19,825847445.5093496,0,baseline
2002-11-20,848176237.919591,0,baseline
2002-11-21,849576074.8898213,0,baseline
2002-11-22,838320821.7500111,0,baseline
2002-11-23,836094104.0882118,0,baseline
2002-11-24,839569594.3161471,0,baseline
2002-11-25,832532600.6740892,0,baseline
2002-11-26,836770801.8101339,0,baseline
2002-11-27,856955863.8660318,0,baseline
2002-11-28,875130315.960597,0,baseline
2002-11-29,882463820.9664264,0,baseline
2002-11-30,871542990.8400807,0,baseline
2002-12-01,840558822.9129168,0,baseline
2002-12-02,834618741.9977393,0,baseline
2002-12-03,833121111.8630912,0,baseline
2002-12-04,839668615.2171996,0,baseline
2002-12-05,853076527.0636699,0,baseline
2002-12-06,866625017.2209321,0,baseline
2002-12-07,872179381.5143704,0,baseline
2002-12-08,868687283.2058744,0,baseline
2002-12-09,878716028.5149668,0,baseline
2002-12-10,877784197.6719508,0,baseline
2002-12-11,868005889.5653226,0,baseline
2002-12-12,867738507.6109039,0,baseline
2002-12-13,865830408.187244,0,baseline
2002-12-14,854142923.2181435,0,baseline
2002-12-15,855033912.887681,0,baseline
2002-12-16,855303218.2357072,0,baseline
2002-12-17,851571727.7096628,0,baseline
2002-12-18,856519858.9766415,0,baseline
2002-12-19,912854214.8152701,0,baseline
2002-12-20,933500999.570397,0,baseline
2002-12-21,930110351.5803093,0,baseline
2002-12-22,921898579.7475766,0,baseline
2002-12-23,916709912.7394701,0,baseline
2002-12-24,907601970.3560477,0,baseline
2002-12-25,882716211.5182365,0,baseline
2002-12-26,874916120.4913435,0,baseline
2002-12-27,871516847.2865117,0,baseline
2002-12-28,871507417.6191039,0,baseline
2002-12-29,858277508.9909049,0,baseline
2002-12-30,856047801.1652905,0,baseline
2002-12-31,871561847.9383488,0,baseline
2003-01-01,858720153.2574874,0,baseline
2003-01-02,865783687.1572607,0,baseline
2003-01-03,865698156.9937929,0,baseline
2003-01-04,891995608.3739465,0,baseline
2003-01-05,909810169.7337965,0,baseline
2003-01-06,886001201.7686785,0,baseline
2003-01-07,880503296.141177,0,baseline
2003-01-08,868737098.1792393,0,baseline
2003-01-09,853033954.5654507,0,baseline
2003-01-10,851187058.2493521,0,baseline
2003-01-11,852940261.4974062,0,baseline
2003-01-12,862287837.1515176,0,baseline
2003-01-13,866783489.7938726,0,baseline
2003-01-14,872808272.3648714,0,baseline
2003-01-15,868622990.2651188,0,baseline
2003-01-16,868600021.7915026,0,baseline
2003-01-17,863436867.0765098,0,baseline
2003-01-18,861011543.948744,0,baseline
2003-01-19,850989296.6870497,0,baseline
2003-01-20,855045408.108259,0,baseline
2003-01-21,844925553.3612447,0,baseline
2003-01-22,842408544.2434207,0,baseline
2003-01-23,847246303.0344374,0,baseline
2003-01-24,842608758.3093147,0,baseline
2003-01-25,842079157.569773,0,baseline
2003-01-26,843970438.7230405,0,baseline
2003-01-27,846850113.149921,0,baseline
2003-01-28,849498707.1062138,0,baseline
2003-01-29,856264406.3766056,0,baseline
2003-01-30,857274663.3370149,0,baseline
2003-01-31,864344366.5353298,0,baseline
2003-02-01,871615054.4420761,0,baseline
2003-02-02,868994816.4370197,0,baseline
2003-02-03,869774806.036416,0,baseline
2003-02-04,878618739.5409737,0,baseline
2003-02-05,893105610.2379124,0,baseline
2003-02-06,895118522.7310277,0,baseline
2003-02-07,887180030.0183536,0,baseline
2003-02-08,875430313.7518412,0,baseline
2003-02-09,864817465.7702888,0,baseline
2003-02-10,863903787.5934181,0,baseline
2003-02-11,868979827.8496568,0,baseline
2003-02-12,885617916.478688,0,baseline
2003-02-13,862537824.1617174,0,baseline
2003-02-14,850869806.2988585,0,baseline
2003-02-15,845726643.7043855,0,baseline
2003-02-16,839475978.0891511,0,baseline
2003-02-17,835811012.1635911,0,baseline
2003-02-18,826009461.6019111,0,baseline
2003-02-19,826957277.3022454,0,baseline
2003-02-20,837671971.3787119,0,baseline
2003-02-21,834810171.536834,0,baseline
2003-02-22,833929652.4004372,0,baseline
2003-02-23,834153001.8444077,0,baseline
2003-02-24,839308490.5204017,0,baseline
2003-02-25,827683762.3326604,0,baseline
2003-02-26,821918099.5724512,0,baseline
2003-02-27,819500683.3851075,0,baseline
2003-02-28,827156023.3750123,0,baseline
2003-03-01,840493364.0861684,0,baseline
2003-03-02,838428724.9532058,0,baseline
2003-03-03,824985051.0744101,0,baseline
2003-03-04,856476452.1403294,0,baseline
2003-03-05,849631323.2564832,0,baseline
2003-03-06,828622924.327293,0,baseline
2003-03-07,820213006.7524499,0,baseline
2003-03-08,812203498.3801547,0,baseline
2003-03-09,812113892.6905224,0,baseline
2003-03-10,813954693.3316066,0,baseline
2003-03-11,828004942.2113585,0,baseline
2003-03-12,838730106.3634367,0,baseline
2003-03-13,864864823.9989067,0,baseline
2003-03-14,868967775.3951467,0,baseline
2003-03-15,871236013.819838,0,baseline
2003-03-16,811354444.0020504,0,baseline
2003-03-17,799165494.1085587,0,baseline
2003-03-18,839279042.3528844,0,baseline
2003-03-19,859207698.7418607,0,baseline
2003-03-20,832454776.7464341,0,baseline
2003-03-21,827134054.0756072,0,baseline
2003-03-22,825606045.363282,0,baseline
2003-03-23,817921824.3153135,0,baseline
2003-03-24,829097064.3501723,0,baseline
2003-03-25,819371837.1381056,0,baseline
2003-03-26,800442128.5579915,0,baseline
2003-03-27,821475549.8477352,0,baseline
2003-03-28,826562010.5719123,0,baseline
2003-03-29,819903665.8735129,0,baseline
2003-03-30,801704290.5929735,0,baseline
2003-03-31,790323316.5525987,0,baseline
2003-04-01,802156708.0827649,0,baseline
2003-04-02,830456644.6368163,0,baseline
2003-04-03,828568182.4662069,0,baseline
2003-04-04,807096552.805006,0,baseline
2003-04-05,800165244.087318,0,baseline
2003-04-06,787850188.0364573,0,baseline
2003-04-07,781952298.268309,0,baseline
2003-04-08,779459773.7362834,0,baseline
2003-04-09,780305853.0830024,0,baseline
2003-04-10,788726199.683499,0,baseline
2003-04-11,788349724.0228008,0,baseline
2003-04-12,780537110.0602252,0,baseline
2003-04-13,778948526.5259771,0,baseline
2003-04-14,789750855.3897928,0,baseline
2003-04-15,811660465.3893559,0,baseline
2003-04-16,812796732.003164,0,baseline
2003-04-17,797411293.395707,0,baseline
2003-04-18,774730645.2542695,0,baseline
2003-04-19,769407919.1962941,0,baseline
2003-04-20,768508816.6238917,0,baseline
2003-04-21,763067962.2266545,0,baseline
2003-04-22,777863189.5327858,0,baseline
2003-04-23,790789363.6876299,0,baseline
2003-04-24,784189892.2849256,0,baseline
2003-04-25,777733156.4365263,0,baseline
2003-04-26,771563457.4147178,0,baseline
2003-04-27,762475034.0613967,0,baseline
2003-04-28,759757314.0935763,0,baseline
2003-04-29,763277560.1052377,0,baseline
2003-04-30,768587986.5510697,0,baseline
2003-05-01,766991270.5587773,0,baseline
2003-05-02,770348203.3687922,0,baseline
2003-05-03,763473880.9268711,0,baseline
2003-05-04,759760668.2143514,0,baseline
2003-05-05,756396935.2749995,0,baseline
2003-05-06,791022297.6126983,0,baseline
2003-05-07,770823920.2140512,0,baseline
2003-05-08,746521766.554877,0,baseline
2003-05-09,759558108.3522285,0,baseline
2003-05-10,792163617.3292631,0,baseline
2003-05-11,743884592.0492774,0,baseline
2003-05-12,743527914.6883943,0,baseline
2003-05-13,756465592.7839468,0,baseline
2003-05-14,744967615.4715494,0,baseline
2003-05-15,766500721.2921691,0,baseline
2003-05-16,820494885.7560527,0,baseline
2003-05-17,839097952.0076756,0,baseline
2003-05-18,798975701.8206024,0,baseline
2003-05-19,737121778.0080491,0,baseline
2003-05-20,750618585.9495122,0,baseline
2003-05-21,760626951.6211877,0,baseline
2003-05-22,730130262.8488452,0,baseline
2003-05-23,743247656.7714498,0,baseline
2003-05-24,768414410.8484421,0,baseline
2003-05-25,748782330.2968974,0,baseline
2003-05-26,730826587.9631053,0,baseline
2003-05-27,730829146.3122128,0,baseline
2003-05-28,735970465.9272147,0,baseline
2003-05-29,728736875.1592885,0,baseline
2003-05-30,748231648.7912728,0,baseline
2003-05-31,828946869.4934925,0,baseline
2003-06-01,857948708.5916612,0,baseline
2003-06-02,809949982.9892017,0,baseline
2003-06-03,819260780.2465074,0,baseline
2003-06-04,877778297.480732,0,baseline
2003-06-05,886938819.6492877,0,baseline
2003-06-06,939132292.1286523,0,baseline
2003-06-07,917425938.8125504,0,baseline
2003-06-08,868971435.1852137,0,baseline
2003-06-09,803648372.304169,0,baseline
2003-06-10,811943174.2135998,0,baseline
2003-06-11,860739635.8357787,0,baseline
2003-06-12,913075583.1894121,0,baseline
2003-06-13,951768594.9713473,0,baseline
2003-06-14,1006718099.268327,0,baseline
2003-06-15,920908683.4638939,0,baseline
2003-06-16,904149091.2422231,0,baseline
2003-06-17,893063403.0065799,0,baseline
2003-06-18,891136727.9450858,0,baseline
2003-06-19,896941581.9804716,0,baseline
2003-06-20,862497367.2909838,0,baseline
2003-06-21,859584602.1483215,0,baseline
2003-06-22,854012222.3019335,0,baseline
2003-06-23,866522908.3345007,0,baseline
2003-06-24,913733112.232923,0,baseline
2003-06-25,974175259.4067208,0,baseline
2003-06-26,1002186798.7904404,0,baseline
2003-06-27,975226346.403993,0,baseline
2003-06-28,943295995.1539959,0,baseline
2003-06-29,940715392.9564713,0,baseline
2003-06-30,991352645.4599552,0,baseline
2003-07-01,725003391.4359062,1,Equipment
2003-07-02,681848220.411631,0,Equipment
2003-07-03,639954707.0051674,0,Equipment
2003-07-04,631836480.7148298,0,Equipment
2003-07-05,656127413.8126606,0,Equipment
2003-07-06,662297771.5852338,0,Equipment
2003-07-07,701687220.895334,0,Equipment
2003-07-08,697546400.9446127,0,Equipment
2003-07-09,692955510.6039697,0,Equipment
2003-07-10,707027715.5675446,0,Equipment
2003-07-11,689566140.5471333,0,Equipment
2003-07-12,711881493.3499482,0,Equipment
2003-07-13,692118318.2622459,0,Equipment
2003-07-14,709675295.9279268,0,Equipment
2003-07-15,751560567.030988,0,Equipment
2003-07-16,753926709.8206261,0,Equipment
2003-07-17,758662865.5619022,0,Equipment
2003-07-18,751809118.0441446,0,Equipment
2003-07-19,700522649.4030976,0,Equipment
2003-07-20,678040204.0429863,0,Equipment
2003-07-21,704761486.50248,0,Equipment
2003-07-22,728597092.7880294,0,Equipment
2003-07-23,726172608.2441951,0,Equipment
2003-07-24,739800712.317804,0,Equipment
2003-07-25,715477908.8490626,0,Equipment
2003-07-26,719264401.8859906,0,Equipment
2003-07-27,700040862.7997317,0,Equipment
2003-07-28,647046469.3713523,0,Equipment
2003-07-29,663978777.3628422,0,Equipment
2003-07-30,677858385.1935333,0,Equipment
2003-07-31,671739438.743331,0,Equipment
2003-08-01,648226542.0845107,0,Equipment
2003-08-02,714781084.5375543,0,Equipment
2003-08-03,718239860.9265858,0,Equipment
2003-08-04,696780305.2404852,0,Equipment
2003-08-05,699158868.6319866,0,Equipment
2003-08-06,690104757.5593648,0,Equipment
2003-08-07,680551202.5142487,0,Equipment
2003-08-08,696266467.8465769,0,Equipment
2003-08-09,695425542.8440063,0,Equipment
2003-08-10,733008251.0559523,0,Equipment
2003-08-11,758673668.8433809,0,Equipment
2003-08-12,674647659.0517728,0,Equipment
2003-08-13,649028942.1608472,0,Equipment
2003-08-14,721018469.3384898,0,Equipment
2003-08-15,705977434.3237631,0,Equipment
2003-08-16,785505658.8097931,0,Equipment
2003-08-17,711168645.7034082,0,Equipment
2003-08-18,726266216.5696689,0,Equipment
2003-08-19,708874100.6335574,0,Equipment
2003-08-20,730048971.7037545,0,Equipment
2003-08-21,696039091.3706561,0,Equipment
2003-08-22,659249797.2899325,0,Equipment
2003-08-23,675721840.0218141,0,Equipment
2003-08-24,704858472.9938024,0,Equipment
2003-08-25,730551637.9872515,0,Equipment
2003-08-26,746313695.3788637,0,Equipment
2003-08-27,666981719.2592763,0,Equipment
2003-08-28,666741210.4322065,0,Equipment
2003-08-29,673784386.306256,0,Equipment
2003-08-30,700849050.098549,0,Equipment
2003-08-31,744249097.7245711,0,Equipment
2003-09-01,666934688.5621943,0,Equipment
2003-09-02,703329078.0187306,0,Equipment
2003-09-03,692206010.2402596,0,Equipment
2003-09-04,698573025.9874654,0,Equipment
2003-09-05,678762230.0676705,0,Equipment
2003-09-06,697381406.321518,0,Equipment
2003-09-07,694927019.2388569,0,Equipment
2003-09-08,693319439.2049735,0,Equipment
2003-09-09,721606802.8182111,0,Equipment
2003-09-10,743674104.9758347,0,Equipment
2003-09-11,712713924.8736559,0,Equipment
2003-09-12,731774221.9599339,0,Equipment
2003-09-13,732637577.7507635,0,Equipment
2003-09-14,682871347.156399,0,Equipment
2003-09-15,647016606.1643969,0,Equipment
2003-09-16,647800389.8970314,0,Equipment
2003-09-17,673543379.8001513,0,Equipment
2003-09-18,687694884.5384514,0,Equipment
2003-09-19,658859388.942032,0,Equipment
2003-09-20,670135723.010917,0,Equipment
2003-09-21,605526610.5642552,0,Equipment
2003-09-22,588440171.5392207,0,Equipment
2003-09-23,614322340.4126694,0,Equipment
2003-09-24,627170255.6936176,0,Equipment
2003-09-25,641254281.9878166,0,Equipment
2003-09-26,686657494.9286426,0,Equipment
2003-09-27,675765807.1701311,0,Equipment
2003-09-28,713921434.897413,0,Equipment
2003-09-29,701321177.3047236,0,Equipment
2003-09-30,661802317.2790465,0,Equipment
2003-10-01,623639005.7228317,0,Equipment
2003-10-02,593141101.4750197,0,Equipment
2003-10-03,602334222.6626765,0,Equipment
2003-10-04,605492765.5347393,0,Equipment
2003-10-05,613013320.4497933,0,Equipment
2003-10-06,611630271.9043375,0,Equipment
2003-10-07,641743374.3742207,0,Equipment
2003-10-08,649702763.2163032,0,Equipment
2003-10-09,659951719.6651287,0,Equipment
2003-10-10,679198317.33559,0,Equipment
2003-10-11,696563817.6575804,0,Equipment
2003-10-12,599393355.7459147,0,Equipment
2003-10-13,600589464.9810851,0,Equipment
2003-10-14,619852851.4097363,0,Equipment
2003-10-15,612835374.1664009,0,Equipment
2003-10-16,607535598.0954201,0,Equipment
2003-10-17,624994881.0937253,0,Equipment
2003-10-18,641374764.1242722,0,Equipment
2003-10-19,629381885.2066319,0,Equipment
2003-10-20,631980357.2195745,0,Equipment
2003-10-21,626379939.5765327,0,Equipment
2003-10-22,611130878.8387417,0,Equipment
2003-10-23,630512663.1263754,0,Equipment
2003-10-24,637170120.1872318,0,Equipment
2003-10-25,631038032.8392993,0,Equipment
