,consumption,true_change_point,trend
2022-04-12,5.15260272,0,baseline
2022-04-13,5.18860272,0,baseline
2022-04-14,5.18860272,0,baseline
2022-04-15,5.18860272,0,baseline
2022-04-16,6.6406027199999995,0,baseline
2022-04-17,8.14060272,0,baseline
2022-04-18,6.6406027199999995,0,baseline
2022-04-19,5.1406027199999995,0,baseline
2022-04-20,5.18860272,0,baseline
2022-04-21,5.18860272,0,baseline
2022-04-22,5.18860272,0,baseline
2022-04-23,6.6406027199999995,0,baseline
2022-04-24,8.12860272,0,baseline
2022-04-25,6.62860272,0,baseline
2022-04-26,5.12860272,0,baseline
2022-04-27,5.17660272,0,baseline
2022-04-28,5.17660272,0,baseline
2022-04-29,5.17660272,0,baseline
2022-04-30,6.62860272,0,baseline
2022-05-01,8.11660272,0,baseline
2022-05-02,8.12860272,0,baseline
2022-05-03,5.1166027199999995,0,baseline
2022-05-04,5.1646027199999995,0,baseline
2022-05-05,5.1646027199999995,0,baseline
2022-05-06,5.1646027199999995,0,baseline
2022-05-07,6.6166027199999995,0,baseline
2022-05-08,8.11660272,0,baseline
2022-05-09,8.11660272,0,baseline
2022-05-10,5.1166027199999995,0,baseline
2022-05-11,5.1646027199999995,0,baseline
2022-05-12,5.1646027199999995,0,baseline
2022-05-13,5.15260272,0,baseline
2022-05-14,6.60460272,0,baseline
2022-05-15,8.104602719999999,0,baseline
2022-05-16,8.104602719999999,0,baseline
2022-05-17,5.1166027199999995,0,baseline
2022-05-18,5.15260272,0,baseline
2022-05-19,5.1646027199999995,0,baseline
2022-05-20,5.15260272,0,baseline
2022-05-21,6.60460272,0,baseline
2022-05-22,8.104602719999999,0,baseline
2022-05-23,8.104602719999999,0,baseline
2022-05-24,5.0926027199999995,0,baseline
2022-05-25,5.15260272,0,baseline
2022-05-26,5.1406027199999995,0,baseline
2022-05-27,5.1406027199999995,0,baseline
2022-05-28,6.5926027199999995,0,baseline
2022-05-29,8.09260272,0,baseline
2022-05-30,8.09260272,0,baseline
2022-05-31,6.5926027199999995,0,baseline
2022-06-01,5.1406027199999995,0,baseline
2022-06-02,5.1406027199999995,0,baseline
2022-06-03,5.1406027199999995,0,baseline
2022-06-04,6.5926027199999995,0,baseline
2022-06-05,8.09260272,0,baseline
2022-06-06,8.08060272,0,baseline
2022-06-07,5.0926027199999995,0,baseline
2022-06-08,5.12860272,0,baseline
2022-06-09,5.12860272,0,baseline
2022-06-10,5.12860272,0,baseline
2022-06-11,6.58060272,0,baseline
2022-06-12,8.08060272,0,baseline
2022-06-13,6.58060272,0,baseline
2022-06-14,5.08060272,0,baseline
2022-06-15,5.12860272,0,baseline
2022-06-16,5.12860272,0,baseline
2022-06-17,5.12860272,0,baseline
2022-06-18,6.58060272,0,baseline
2022-06-19,8.08060272,0,baseline
2022-06-20,8.08060272,0,baseline
2022-06-21,5.08060272,0,baseline
2022-06-22,5.12860272,0,baseline
2022-06-23,5.12860272,0,baseline
2022-06-24,5.12860272,0,baseline
2022-06-25,6.58060272,0,baseline
2022-06-26,8.08060272,0,baseline
2022-06-27,8.08060272,0,baseline
2022-06-28,5.08060272,0,baseline
2022-06-29,5.12860272,0,baseline
2022-06-30,5.12860272,0,baseline
2022-07-01,0.026797945,0,baseline
2022-07-02,0.0,0,baseline
2022-07-03,0.0,0,baseline
2022-07-04,0.0,0,baseline
2022-07-05,0.0,0,baseline
2022-07-06,0.0,0,baseline
2022-07-07,0.0,0,baseline
2022-07-08,0.0,0,baseline
2022-07-09,0.0,0,baseline
2022-07-10,0.0,0,baseline
2022-07-11,0.0,0,baseline
2022-07-12,0.0,0,baseline
2022-07-13,0.0,0,baseline
2022-07-14,0.0,0,baseline
2022-07-15,0.0,0,baseline
2022-07-16,6.5926027199999995,0,baseline
2022-07-17,8.09260272,0,baseline
2022-07-18,8.09260272,0,baseline
2022-07-19,6.5926027199999995,0,baseline
2022-07-20,5.1406027199999995,0,baseline
2022-07-21,5.1406027199999995,0,baseline
2022-07-22,5.1406027199999995,0,baseline
2022-07-23,6.5926027199999995,0,baseline
2022-07-24,8.09260272,0,baseline
2022-07-25,6.5926027199999995,0,baseline
2022-07-26,5.0926027199999995,0,baseline
2022-07-27,5.1406027199999995,0,baseline
2022-07-28,5.15260272,0,baseline
2022-07-29,5.15260272,0,baseline
2022-07-30,6.60460272,0,baseline
2022-07-31,8.11660272,0,baseline
2022-08-01,8.104602719999999,0,baseline
2022-08-02,6.60460272,0,baseline
2022-08-03,5.15260272,0,baseline
2022-08-04,5.15260272,0,baseline
2022-08-05,5.15260272,0,baseline
2022-08-06,6.6166027199999995,0,baseline
2022-08-07,8.11660272,0,baseline
2022-08-08,8.11660272,0,baseline
2022-08-09,6.6166027199999995,0,baseline
2022-08-10,5.1646027199999995,0,baseline
2022-08-11,5.1646027199999995,0,baseline
2022-08-12,5.1646027199999995,0,baseline
2022-08-13,6.6166027199999995,0,baseline
2022-08-14,8.12860272,0,baseline
2022-08-15,6.6406027199999995,0,baseline
2022-08-16,5.12860272,0,baseline
2022-08-17,5.17660272,0,baseline
2022-08-18,5.17660272,0,baseline
2022-08-19,5.17660272,0,baseline
2022-08-20,6.62860272,0,baseline
2022-08-21,8.12860272,0,baseline
2022-08-22,6.6406027199999995,0,baseline
2022-08-23,5.1406027199999995,0,baseline
2022-08-24,5.18860272,0,baseline
2022-08-25,5.18860272,0,baseline
2022-08-26,5.20060272,0,baseline
2022-08-27,6.65260272,0,baseline
2022-08-28,8.14060272,0,baseline
2022-08-29,6.6406027199999995,0,baseline
2022-08-30,5.15260272,0,baseline
2022-08-31,5.20060272,0,baseline
2022-09-01,5.20060272,0,baseline
2022-09-02,5.20060272,0,baseline
2022-09-03,6.65260272,0,baseline
2022-09-04,8.152602719999999,0,baseline
2022-09-05,8.152602719999999,0,baseline
2022-09-06,5.15260272,0,baseline
2022-09-07,5.21260272,0,baseline
2022-09-08,5.21260272,0,baseline
2022-09-09,5.21260272,0,baseline
2022-09-10,6.6646027199999995,0,baseline
2022-09-11,8.16460272,0,baseline
2022-09-12,6.6646027199999995,0,baseline
2022-09-13,5.17660272,0,baseline
2022-09-14,5.22460272,0,baseline
2022-09-15,5.23660272,0,baseline
2022-09-16,5.22460272,0,baseline
2022-09-17,6.67660272,0,baseline
2022-09-18,8.17660272,0,baseline
2022-09-19,8.17660272,0,baseline
2022-09-20,5.17660272,0,baseline
2022-09-21,5.23660272,0,baseline
2022-09-22,5.23660272,0,baseline
2022-09-23,5.23660272,0,baseline
2022-09-24,6.67660272,0,baseline
2022-09-25,8.17660272,0,baseline
2022-09-26,6.67660272,0,baseline
2022-09-27,5.17660272,0,baseline
2022-09-28,5.24860272,0,baseline
2022-09-29,5.24860272,0,baseline
2022-09-30,5.24860272,0,baseline
2022-10-01,6.68860272,0,baseline
2022-10-02,8.18860272,0,baseline
2022-10-03,8.17660272,0,baseline
2022-10-04,5.17660272,0,baseline
2022-10-05,5.26060272,0,baseline
2022-10-06,5.26060272,0,baseline
2022-10-07,5.26060272,0,baseline
2022-10-08,6.67660272,0,baseline
2022-10-09,8.17660272,0,baseline
2022-10-10,6.67660272,0,baseline
2022-10-11,5.17660272,0,baseline
2022-10-12,5.27260272,0,baseline
2022-10-13,5.28460272,0,baseline
2022-10-14,5.28460272,0,baseline
2022-10-15,6.67660272,0,baseline
2022-10-16,8.17660272,0,baseline
2022-10-17,8.17660272,0,baseline
2022-10-18,6.71260272,0,baseline
2022-10-19,5.28460272,0,baseline
2022-10-20,5.28460272,0,baseline
2022-10-21,5.28460272,0,baseline
2022-10-22,6.68860272,0,baseline
2022-10-23,8.18860272,0,baseline
2022-10-24,8.18860272,0,baseline
2022-10-25,6.70060272,0,baseline
2022-10-26,5.29660272,0,baseline
2022-10-27,5.29660272,0,baseline
2022-10-28,5.29660272,0,baseline
2022-10-29,6.71260272,0,baseline
2022-10-30,8.20060272,0,baseline
2022-10-31,6.70060272,0,baseline
2022-11-01,5.20060272,0,baseline
2022-11-02,5.30860272,0,baseline
2022-11-03,5.30860272,0,baseline
2022-11-04,5.30860272,0,baseline
2022-11-05,6.71260272,0,baseline
2022-11-06,8.21260272,0,baseline
2022-11-07,8.21260272,0,baseline
2022-11-08,6.71260272,0,baseline
2022-11-09,5.30860272,0,baseline
2022-11-10,5.30860272,0,baseline
2022-11-11,5.32060272,0,baseline
2022-11-12,6.71260272,0,baseline
2022-11-13,8.22460272,0,baseline
2022-11-14,8.22460272,0,baseline
2022-11-15,5.22460272,0,baseline
2022-11-16,5.35660272,0,baseline
2022-11-17,5.34460272,0,baseline
2022-11-18,5.488602719999999,0,baseline
2022-11-19,6.77260272,0,baseline
2022-11-20,8.27260272,0,baseline
2022-11-21,8.23660272,0,baseline
2022-11-22,6.73660272,0,baseline
2022-11-23,5.42860272,0,baseline
2022-11-24,5.33260272,0,baseline
2022-11-25,5.33260272,0,baseline
2022-11-26,6.76060272,0,baseline
2022-11-27,6.79660272,0,baseline
2022-11-28,6.79660272,0,baseline
2022-11-29,6.74860272,0,baseline
2022-11-30,5.36860272,0,baseline
2022-12-01,5.40460272,0,baseline
2022-12-02,5.45260272,0,baseline
2022-12-03,6.77260272,0,baseline
2022-12-04,8.28460272,0,baseline
2022-12-05,6.79660272,0,baseline
2022-12-06,6.79660272,0,baseline
2022-12-07,5.39260272,0,baseline
2022-12-08,5.34460272,0,baseline
2022-12-09,5.33260272,0,baseline
2022-12-10,6.76060272,0,baseline
2022-12-11,8.27260272,0,baseline
2022-12-12,8.26060272,0,baseline
2022-12-13,6.76060272,0,baseline
2022-12-14,5.33260272,0,baseline
2022-12-15,5.33260272,0,baseline
2022-12-16,5.41660272,0,baseline
2022-12-17,6.76060272,0,baseline
2022-12-18,8.26060272,0,baseline
2022-12-19,8.29660272,0,baseline
2022-12-20,5.29660272,0,baseline
2022-12-21,5.42860272,0,baseline
2022-12-22,5.44060272,0,baseline
2022-12-23,5.56060272,0,baseline
2022-12-24,6.78460272,0,baseline
2022-12-25,9.18922272,0,baseline
2022-12-26,9.75280272,0,baseline
2022-12-27,6.77260272,0,baseline
2022-12-28,5.53660272,0,baseline
2022-12-29,5.33260272,0,baseline
2022-12-30,5.58460272,0,baseline
2022-12-31,6.796602719999999,0,baseline
2023-01-01,8.29660272,0,baseline
2023-01-02,6.79660272,0,baseline
2023-01-03,6.77260272,0,baseline
2023-01-04,8.04922272,0,baseline
2023-01-05,5.47660272,0,baseline
2023-01-06,5.40460272,0,baseline
2023-01-07,6.76060272,0,baseline
2023-01-08,8.29660272,0,baseline
2023-01-09,8.296602720000001,0,baseline
2023-01-10,6.76060272,0,baseline
2023-01-11,5.34460272,0,baseline
2023-01-12,8.04922272,0,baseline
2023-01-13,5.32060272,0,baseline
2023-01-14,7.68922272,0,baseline
2023-01-15,9.91282272,0,baseline
2023-01-16,8.29660272,0,baseline
2023-01-17,6.76060272,0,baseline
2023-01-18,5.30860272,0,baseline
2023-01-19,5.30860272,0,baseline
2023-01-20,5.56060272,0,baseline
2023-01-21,6.76060272,0,baseline
2023-01-22,8.28460272,0,baseline
2023-01-23,6.79660272,0,baseline
2023-01-24,5.27260272,0,baseline
2023-01-25,5.34460272,0,baseline
2023-01-26,5.53660272,0,baseline
2023-01-27,5.41660272,0,baseline
2023-01-28,6.79660272,0,baseline
2023-01-29,8.24860272,0,baseline
2023-01-30,8.29660272,0,baseline
2023-01-31,5.28460272,0,baseline
2023-02-01,5.33260272,0,baseline
2023-02-02,5.30860272,0,baseline
2023-02-03,5.34460272,0,baseline
2023-02-04,6.74860272,0,baseline
2023-02-05,8.29660272,0,baseline
2023-02-06,6.76060272,0,baseline
2023-02-07,5.23660272,0,baseline
2023-02-08,5.28460272,0,baseline
2023-02-09,5.28460272,0,baseline
2023-02-10,5.28460272,0,baseline
2023-02-11,5.27260272,0,baseline
2023-02-12,8.29660272,0,baseline
2023-02-13,8.22460272,0,baseline
2023-02-14,8.22460272,0,baseline
2023-02-15,5.28460272,0,baseline
2023-02-16,5.32060272,0,baseline
2023-02-17,5.29660272,0,baseline
2023-02-18,6.76060272,0,baseline
2023-02-19,8.23660272,0,baseline
2023-02-20,6.72460272,0,baseline
2023-02-21,5.2366027200000005,0,baseline
2023-02-22,5.32060272,0,baseline
2023-02-23,5.36860272,0,baseline
2023-02-24,5.27260272,0,baseline
2023-02-25,6.71260272,0,baseline
2023-02-26,8.20060272,0,baseline
2023-02-27,8.20060272,0,baseline
2023-02-28,6.70060272,0,baseline
2023-03-01,5.24860272,0,baseline
2023-03-02,5.24860272,0,baseline
2023-03-03,5.24860272,0,baseline
2023-03-04,6.76060272,0,baseline
2023-03-05,8.28460272,0,baseline
2023-03-06,8.20060272,0,baseline
2023-03-07,6.72460272,0,baseline
2023-03-08,5.38060272,0,baseline
2023-03-09,5.30860272,0,baseline
2023-03-10,5.38060272,0,baseline
2023-03-11,6.68860272,0,baseline
2023-03-12,8.21260272,0,baseline
2023-03-13,6.79660272,0,baseline
2023-03-14,5.18860272,0,baseline
2023-03-15,5.24860272,0,baseline
2023-03-16,5.2366027200000005,0,baseline
2023-03-17,5.30860272,0,baseline
2023-03-18,6.67660272,0,baseline
2023-03-19,8.17660272,0,baseline
2023-03-20,8.21260272,0,baseline
2023-03-21,5.23660272,0,baseline
2023-03-22,5.28460272,0,baseline
2023-03-23,5.27260272,0,baseline
2023-03-24,5.24860272,0,baseline
2023-03-25,6.67660272,0,baseline
2023-03-26,8.29660272,0,baseline
2023-03-27,8.17660272,0,baseline
2023-03-28,5.17660272,0,baseline
2023-03-29,5.24860272,0,baseline
2023-03-30,5.24860272,0,baseline
2023-03-31,5.24860272,0,baseline
2023-04-01,6.72460272,0,baseline
2023-04-02,8.21260272,0,baseline
2023-04-03,6.65260272,0,baseline
2023-04-04,5.1646027199999995,0,baseline
2023-04-05,5.20060272,0,baseline
2023-04-06,5.29660272,0,baseline
2023-04-07,5.24860272,0,baseline
2023-04-08,6.65260272,0,baseline
2023-04-09,8.152602719999999,0,baseline
2023-04-10,8.17660272,0,baseline
2023-04-11,6.67660272,0,baseline
2023-04-12,5.20060272,0,baseline
2023-04-13,5.20060272,0,baseline
2023-04-14,5.18860272,0,baseline
2023-04-15,6.65260272,0,baseline
2023-04-16,8.24860272,0,baseline
2023-04-17,8.152602719999999,0,baseline
2023-04-18,6.6406027199999995,0,baseline
2023-04-19,5.18860272,0,baseline
2023-04-20,5.18860272,0,baseline
2023-04-21,5.18860272,0,baseline
2023-04-22,6.67660272,0,baseline
2023-04-23,8.14060272,0,baseline
2023-04-24,8.20060272,0,baseline
2023-04-25,6.62860272,0,baseline
2023-04-26,5.17660272,0,baseline
2023-04-27,5.21260272,0,baseline
2023-04-28,5.17660272,0,baseline
2023-04-29,6.6646027199999995,0,baseline
2023-04-30,8.12860272,0,baseline
2023-05-01,6.62860272,1,EV
2023-05-02,5.1166027199999995,0,EV
2023-05-03,5.17660272,0,EV
2023-05-04,5.17660272,0,EV
2023-05-05,5.1646027199999995,0,EV
2023-05-06,6.67660272,0,EV
2023-05-07,8.17660272,0,EV
2023-05-08,8.17660272,0,EV
2023-05-09,5.17660272,0,EV
2023-05-10,5.1646027199999995,0,EV
2023-05-11,5.26060272,0,EV
2023-05-12,5.1646027199999995,0,EV
2023-05-13,6.6406027199999995,0,EV
2023-05-14,8.11660272,0,EV
2023-05-15,6.67660272,0,EV
2023-05-16,5.10460272,0,EV
2023-05-17,5.15260272,0,EV
2023-05-18,5.15260272,0,EV
2023-05-19,5.15260272,0,EV
2023-05-20,6.60460272,0,EV
2023-05-21,8.104602719999999,0,EV
2023-05-22,8.11660272,0,EV
2023-05-23,5.1166027199999995,0,EV
2023-05-24,5.15260272,0,EV
2023-05-25,5.1406027199999995,0,EV
2023-05-26,5.1406027199999995,0,EV
2023-05-27,6.5926027199999995,0,EV
2023-05-28,8.104602719999999,0,EV
2023-05-29,6.5926027199999995,0,EV
2023-05-30,5.0926027199999995,0,EV
2023-05-31,5.1406027199999995,0,EV
2023-06-01,5.1406027199999995,0,EV
2023-06-02,5.1406027199999995,0,EV
2023-06-03,6.5926027199999995,0,EV
2023-06-04,8.09260272,0,EV
2023-06-05,8.09260272,0,EV
2023-06-06,5.10460272,0,EV
2023-06-07,5.1406027199999995,0,EV
2023-06-08,5.1406027199999995,0,EV
2023-06-09,5.12860272,0,EV
2023-06-10,6.58060272,0,EV
2023-06-11,8.08060272,0,EV
2023-06-12,8.08060272,0,EV
2023-06-13,5.08060272,0,EV
2023-06-14,5.12860272,0,EV
2023-06-15,5.12860272,0,EV
2023-06-16,5.12860272,0,EV
2023-06-17,6.62860272,0,EV
2023-06-18,8.12860272,0,EV
2023-06-19,6.6166027199999995,0,EV
2023-06-20,5.12860272,0,EV
2023-06-21,5.12860272,0,EV
2023-06-22,5.33260272,0,EV
2023-06-23,5.12860272,0,EV
2023-06-24,6.58060272,0,EV
2023-06-25,8.08060272,0,EV
2023-06-26,8.104602719999999,0,EV
2023-06-27,6.6166027199999995,0,EV
2023-06-28,5.1646027199999995,0,EV
2023-06-29,5.17660272,0,EV
2023-06-30,5.1406027199999995,0,EV
2023-07-01,0.026797945,0,EV
2023-07-02,0.0,0,EV
2023-07-03,0.0,0,EV
2023-07-04,0.0,0,EV
2023-07-05,0.0,0,EV
2023-07-06,0.0,0,EV
2023-07-07,0.0,0,EV
2023-07-08,0.0,0,EV
2023-07-09,0.0,0,EV
2023-07-10,0.0,0,EV
2023-07-11,0.0,0,EV
2023-07-12,0.0,0,EV
2023-07-13,0.0,0,EV
2023-07-14,0.0,0,EV
2023-07-15,0.0,0,EV
2023-07-16,8.104602719999999,0,EV
2023-07-17,8.09260272,0,EV
2023-07-18,6.5926027199999995,0,EV
2023-07-19,5.1406027199999995,0,EV
2023-07-20,5.18860272,0,EV
2023-07-21,5.1406027199999995,0,EV
2023-07-22,6.60460272,0,EV
2023-07-23,8.21260272,0,EV
2023-07-24,8.14060272,0,EV
2023-07-25,5.12860272,0,EV
2023-07-26,5.15260272,0,EV
2023-07-27,5.39260272,0,EV
2023-07-28,5.1646027199999995,0,EV
2023-07-29,6.60460272,0,EV
2023-07-30,8.17660272,0,EV
2023-07-31,8.21260272,0,EV
2023-08-01,5.10460272,0,EV
2023-08-02,5.21260272,0,EV
2023-08-03,5.17660272,0,EV
2023-08-04,5.1646027199999995,0,EV
2023-08-05,6.62860272,0,EV
2023-08-06,8.16460272,0,EV
2023-08-07,8.11660272,0,EV
2023-08-08,5.17660272,0,EV
2023-08-09,5.1646027199999995,0,EV
2023-08-10,5.1646027199999995,0,EV
2023-08-11,5.22460272,0,EV
2023-08-12,6.70060272,0,EV
2023-08-13,8.11660272,0,EV
2023-08-14,6.6166027199999995,0,EV
2023-08-15,5.1406027199999995,0,EV
2023-08-16,5.22460272,0,EV
2023-08-17,5.17660272,0,EV
2023-08-18,5.17660272,0,EV
2023-08-19,6.62860272,0,EV
2023-08-20,8.12860272,0,EV
2023-08-21,6.6406027199999995,0,EV
2023-08-22,5.1406027199999995,0,EV
2023-08-23,5.18860272,0,EV
2023-08-24,5.33260272,0,EV
2023-08-25,5.21260272,0,EV
2023-08-26,6.6406027199999995,0,EV
2023-08-27,8.14060272,0,EV
2023-08-28,8.17660272,0,EV
2023-08-29,5.17660272,0,EV
2023-08-30,5.20060272,0,EV
2023-08-31,5.22460272,0,EV
2023-09-01,5.24860272,0,EV
2023-09-02,6.65260272,0,EV
2023-09-03,8.152602719999999,0,EV
2023-09-04,8.152602719999999,0,EV
2023-09-05,6.6646027199999995,0,EV
2023-09-06,5.20060272,0,EV
2023-09-07,5.21260272,0,EV
2023-09-08,5.21260272,0,EV
2023-09-09,6.6646027199999995,0,EV
2023-09-10,8.16460272,0,EV
2023-09-11,6.67660272,0,EV
2023-09-12,5.18860272,0,EV
2023-09-13,5.22460272,0,EV
2023-09-14,5.22460272,0,EV
2023-09-15,5.22460272,0,EV
2023-09-16,6.67660272,0,EV
2023-09-17,8.17660272,0,EV
2023-09-18,8.21260272,0,EV
2023-09-19,5.18860272,0,EV
2023-09-20,5.23660272,0,EV
2023-09-21,5.45260272,0,EV
2023-09-22,5.29660272,0,EV
2023-09-23,6.67660272,0,EV
2023-09-24,8.17660272,0,EV
2023-09-25,6.67660272,0,EV
2023-09-26,5.17660272,0,EV
2023-09-27,5.27260272,0,EV
2023-09-28,5.26060272,0,EV
2023-09-29,5.27260272,0,EV
2023-09-30,6.67660272,0,EV
2023-10-01,8.17660272,0,EV
2023-10-02,6.67660272,0,EV
2023-10-03,5.22460272,0,EV
2023-10-04,5.26060272,0,EV
2023-10-05,5.30860272,0,EV
2023-10-06,5.26060272,0,EV
2023-10-07,6.74860272,0,EV
2023-10-08,8.17660272,0,EV
2023-10-09,8.17660272,0,EV
2023-10-10,5.17660272,0,EV
2023-10-11,5.27260272,0,EV
2023-10-12,5.38060272,0,EV
2023-10-13,0.0,0,EV
2023-10-14,0.0,0,EV
2023-10-15,0.0,0,EV
2023-10-16,0.0,0,EV
2023-10-17,0.0,0,EV
2023-10-18,0.0,0,EV
2023-10-19,0.0,0,EV
2023-10-20,0.0,0,EV
2023-10-21,0.0,0,EV
2023-10-22,0.0,0,EV
2023-10-23,8.20060272,0,EV
2023-10-24,5.23660272,0,EV
2023-10-25,5.45260272,0,EV
2023-10-26,5.39260272,0,EV
2023-10-27,5.33260272,0,EV
2023-10-28,6.74860272,0,EV
2023-10-29,8.20060272,0,EV
2023-10-30,6.71260272,0,EV
2023-10-31,5.20060272,0,EV
2023-11-01,5.41660272,0,EV
2023-11-02,5.30860272,0,EV
2023-11-03,5.30860272,0,EV
2023-11-04,6.73660272,0,EV
2023-11-05,8.22460272,0,EV
2023-11-06,6.71260272,0,EV
2023-11-07,5.21260272,0,EV
2023-11-08,5.34460272,0,EV
2023-11-09,5.33260272,0,EV
2023-11-10,5.36860272,0,EV
2023-11-11,6.72460272,0,EV
2023-11-12,8.26060272,0,EV
2023-11-13,6.79660272,0,EV
2023-11-14,6.79660272,0,EV
2023-11-15,5.32060272,0,EV
2023-11-16,5.53660272,0,EV
2023-11-17,5.33260272,0,EV
2023-11-18,5.29660272,0,EV
2023-11-19,9.72460272,0,EV
2023-11-20,8.29660272,0,EV
2023-11-21,6.73660272,0,EV
2023-11-22,5.35660272,0,EV
2023-11-23,5.38060272,0,EV
2023-11-24,5.33260272,0,EV
2023-11-25,6.78460272,0,EV
2023-11-26,8.27260272,0,EV
2023-11-27,9.18922272,0,EV
2023-11-28,9.91282272,0,EV
2023-11-29,5.33260272,0,EV
2023-11-30,5.36860272,0,EV
2023-12-01,11583.7857184,1,EV+E_Heater
2023-12-02,16330.8648184,0,EV+E_Heater
2023-12-03,14508.59021865,0,EV+E_Heater
2023-12-04,11589.29002065,0,EV+E_Heater
2023-12-05,8005.91387006,0,EV+E_Heater
2023-12-06,7682.6425229,0,EV+E_Heater
2023-12-07,8825.7263015,0,EV+E_Heater
2023-12-08,3162.70710288,0,EV+E_Heater
2023-12-09,4082.69660119,0,EV+E_Heater
2023-12-10,3762.85924244,0,EV+E_Heater
2023-12-11,3790.58560119,0,EV+E_Heater
2023-12-12,3924.95360119,0,EV+E_Heater
2023-12-13,138.981102675,0,EV+E_Heater
2023-12-14,4115.82572301,0,EV+E_Heater
2023-12-15,1438.32410279,0,EV+E_Heater
2023-12-16,5458.673601245,0,EV+E_Heater
2023-12-17,6013.84160128,0,EV+E_Heater
2023-12-18,11099.86160125,0,EV+E_Heater
2023-12-19,9279.482221465,0,EV+E_Heater
2023-12-20,2672.853322885,0,EV+E_Heater
2023-12-21,127.31010267500001,0,EV+E_Heater
2023-12-22,119.883102675,0,EV+E_Heater
2023-12-23,3973.84588349,0,EV+E_Heater
2023-12-24,3318.32122219,0,EV+E_Heater
2023-12-25,3295.8773629,0,EV+E_Heater
2023-12-26,5278.976821225,0,EV+E_Heater
2023-12-27,829.981102725,0,EV+E_Heater
